,balcony,floor_num,total_area,kitchen_area,rooms_count,living_area,is_apartments,bedrooms_count,year_built,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
3712,1.0,14,132.5,10.0,3.0,69.0,,,2010.0,20,ЮЗАО,р-н Гагаринский,Воробьёвы горы,walk,17,110000000
4764,,2,217.6,,4.0,,f,,,13,ЗАО,р-н Дорогомилово,Парк Победы,walk,10,280910720
4162,1.0,8,71.3,8.2,3.0,45.2,f,,,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,19522300
4449,,3,110.4,17.4,4.0,57.1,f,,,13,ЦАО,р-н Тверской,Новослободская,walk,8,98000000
6376,0.0,16,181.1,23.3,5.0,107.0,,,2018.0,24,САО,р-н Беговой,Белорусская,walk,9,180000000
4151,0.0,8,57.3,5.9,3.0,43.9,f,,1967.0,9,САО,р-н Ховрино,Речной вокзал,walk,16,18500000
6149,0.0,5,200.0,25.0,5.0,140.0,,,2011.0,23,СВАО,р-н Останкинский,Улица Академика Королёва,walk,6,95000000
674,1.0,5,33.0,5.0,1.0,,f,,1962.0,9,ЮАО,р-н Даниловский,Автозаводская,walk,10,13900000
6585,,8,320.0,20.0,6.0,,f,,1987.0,8,ЗАО,р-н Проспект Вернадского,Мичуринский проспект,walk,12,321383649
2911,,26,56.7,,2.0,33.1,t,,,30,ЮЗАО,р-н Черемушки,Воронцовская,walk,8,16102800
3835,,4,19.3,,,10.1,f,,,18,НАО (Новомосковский),м. Тёплый Стан,Тёплый Стан,transport,8,6963440
2156,,2,82.6,10.0,2.0,,t,,2018.0,7,САО,р-н Беговой,Белорусская,walk,11,40000000
465,,5,37.6,,1.0,,f,,,30,ЮВАО,р-н Рязанский,Окская,walk,10,11843661
5891,,4,194.0,,5.0,,f,,,14,ЗАО,р-н Раменки,Ломоносовский проспект,transport,3,236046000
3937,2.0,13,93.0,16.1,3.0,50.0,,,2022.0,15,ЮАО,р-н Даниловский,Технопарк,walk,14,41500000
7947,,4,24.34,,,,f,,,32,САО,р-н Западное Дегунино,Ховрино,walk,18,8030581
635,1.0,8,41.0,10.0,1.0,20.2,f,,2012.0,22,СВАО,р-н Южное Медведково,Медведково,transport,4,12900000
2052,1.0,15,72.6,13.6,3.0,37.2,f,,,19,НАО (Новомосковский),м. Прокшино,Прокшино,transport,5,16877360
2826,0.0,2,36.0,10.0,2.0,18.0,,,1964.0,9,СВАО,р-н Алексеевский,Алексеевская,walk,15,14100000
4701,,43,131.6,6.8,4.0,88.1,f,,,46,ЗАО,р-н Фили-Давыдково,Фили,walk,7,122657078
4265,,11,71.0,12.0,3.0,44.0,,,2006.0,14,ЮВАО,р-н Печатники,Печатники,walk,9,25000000
2604,1.0,6,51.0,6.0,2.0,32.0,f,,,6,ЦАО,р-н Таганский,Курская,walk,9,24000000
5546,,3,303.8,20.0,6.0,,f,,2019.0,10,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,379750000
3421,,23,56.5,14.6,3.0,28.2,f,,,30,ЮЗАО,р-н Южное Бутово,Бунинская аллея,walk,18,15332183
1354,,3,47.2,16.0,1.0,13.0,t,,2021.0,5,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,6,40900000
6842,,38,260.0,40.0,6.0,,f,,2008.0,43,САО,р-н Хорошевский,Беговая,walk,2,89000000
590,1.0,7,38.7,8.4,1.0,20.8,,,2000.0,9,ЮВАО,р-н Кузьминки,Кузьминки,walk,11,12100000
4671,,37,133.6,5.3,4.0,91.2,f,,,46,ЗАО,р-н Дорогомилово,Фили,walk,7,97192833
3028,1.0,14,54.0,10.0,2.0,32.4,f,,1975.0,16,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,18500000
849,,4,45.6,,1.0,,f,,,17,САО,р-н Савеловский,Гражданская,walk,10,20789040
7962,,1,24.0,,,9.1,f,,,19,НАО (Новомосковский),м. Новопеределкино,Новопеределкино,transport,7,8251917
3442,,9,85.2,12.0,3.0,41.6,f,,,18,ЮАО,р-н Донской,Ленинский проспект,walk,4,78000000
669,,16,37.5,5.8,1.0,25.1,f,,,24,ЗАО,р-н Солнцево,Солнцево,walk,17,13860450
5356,,2,163.8,37.2,4.0,,,,2013.0,10,ЦАО,р-н Хамовники,Парк Культуры,walk,11,202012488
4304,,15,71.4,4.4,3.0,37.5,f,,,32,САО,р-н Западное Дегунино,Селигерская,walk,8,27882985
6217,,8,136.0,13.0,5.0,73.0,f,,,14,ЗАО,р-н Раменки,Минская,transport,5,105000000
3293,1.0,11,22.5,4.2,,10.0,f,,,17,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,8663175
503,1.0,16,36.1,16.6,1.0,9.7,f,,,30,ЮЗАО,р-н Южное Бутово,Улица Горчакова,walk,15,10674102
3771,,4,130.0,,3.0,,f,,,9,ЦАО,р-н Якиманка,Полянка,walk,5,128629930
1760,,8,44.7,,1.0,13.6,f,,,23,СВАО,р-н Ростокино,Ботанический сад,walk,11,23220500
2082,,7,95.0,,2.0,,,,,14,ЦАО,р-н Хамовники,Спортивная,walk,6,166990000
4088,1.0,9,58.4,6.5,3.0,44.2,,,1969.0,9,СВАО,р-н Северное Медведково,Медведково,walk,6,15000000
7032,,5,227.0,,6.0,,f,,2019.0,18,ЦАО,р-н Хамовники,Спортивная,walk,10,350000000
4268,,26,55.5,14.1,3.0,27.7,f,,,30,САО,р-н Западное Дегунино,Селигерская,walk,11,25184649
4481,1.0,3,165.0,15.0,4.0,130.0,f,,1914.0,7,ЦАО,р-н Тверской,Цветной бульвар,walk,10,95000000
5489,,21,214.0,16.1,5.0,143.6,t,,,21,ЗАО,р-н Очаково-Матвеевское,Давыдково,walk,12,107000000
3048,,5,60.0,8.0,2.0,35.0,,,,10,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,3,19500000
5634,0.0,21,370.0,25.0,5.0,235.0,f,,2006.0,21,ЗАО,р-н Раменки,Ломоносовский проспект,walk,16,130000000
85,,12,48.6,,1.0,,t,,,13,ЦАО,р-н Арбат,Смоленская,walk,8,32610600
3559,2.0,10,132.4,14.7,3.0,51.6,f,,,22,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,20,91183880
408,,9,109.88,,1.0,,f,,,14,ЦАО,р-н Хамовники,Киевская,walk,13,253431847
1594,0.0,21,34.1,8.0,1.0,20.0,t,,2022.0,22,САО,р-н Хорошевский,Хорошёвская,walk,10,17000000
5171,,20,122.0,,4.0,,f,,,36,ЗАО,р-н Раменки,Аминьевская,walk,18,65000000
7034,,10,387.0,,6.0,267.6,,,,10,ЦАО,р-н Якиманка,Полянка,walk,3,355000000
8051,,1,37.58,13.0,,9.4,f,,,9,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,19,9101081
4243,,25,59.3,,3.0,37.9,f,,,34,ЮЗАО,р-н Обручевский,Калужская,walk,8,26536750
852,,20,35.93,15.8,1.0,11.0,f,,,26,СВАО,р-н Марфино,Телецентр,walk,11,20760000
2319,1.0,9,58.9,8.6,2.0,32.8,f,,,10,ЦАО,р-н Таганский,Волгоградский проспект,walk,6,20000000
2204,,44,86.3,30.1,2.0,30.4,f,,,44,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,16,42000000
876,0.0,1,29.8,,1.0,,t,,1980.0,9,ЮВАО,р-н Люблино,Братиславская,walk,12,6370000
766,,23,36.0,10.0,1.0,20.0,f,,2021.0,25,ЗАО,р-н Фили-Давыдково,Кунцевская,walk,6,17600000
4027,,12,82.0,18.0,3.0,59.0,f,,,31,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,5,39500000
2619,,3,34.81,2.7,2.0,27.1,t,,,20,СВАО,р-н Северный,Новодачная,walk,6,9416105
4959,,42,78.7,20.4,4.0,42.2,f,,,68,ЮВАО,р-н Печатники,Кожуховская,walk,9,28905800
6987,0.0,4,237.0,20.0,6.0,212.0,,,2021.0,10,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,290000000
2701,0.0,3,58.0,13.0,2.0,38.0,,,1997.0,6,ЮЗАО,р-н Южное Бутово,Бунинская аллея,walk,11,11700000
6081,,17,250.0,14.0,5.0,154.0,f,,2001.0,18,САО,р-н Войковский,Стрешнево,walk,3,70251731
146,,3,37.5,4.0,1.0,28.5,t,,2020.0,15,САО,р-н Аэропорт,Динамо,walk,8,30000000
1416,1.0,2,37.3,9.0,1.0,19.0,f,,1984.0,17,САО,р-н Дмитровский,Грачёвская,transport,4,10600000
2931,,10,66.2,11.4,2.0,39.2,f,,2014.0,19,ЗАО,р-н Очаково-Матвеевское,Очаково,walk,13,16500000
7594,0.0,12,22.0,6.0,,9.0,,,,21,ЗАО,р-н Очаково-Матвеевское,Озёрная,walk,4,11333333
839,,18,24.4,,1.0,,f,,,26,ЮАО,р-н Даниловский,Павелецкая,walk,10,20391226
7077,,8,311.0,50.0,6.0,250.0,f,,2009.0,10,ЦАО,р-н Басманный,Чкаловская,walk,11,399801260
851,,25,37.5,16.2,1.0,12.4,f,,,26,САО,р-н Хорошевский,Зорге,walk,5,20763062
666,1.0,9,35.5,,1.0,,f,,1970.0,9,ЗАО,р-н Кунцево,Кунцевская,walk,8,13790000
4356,,34,65.8,,3.0,40.4,f,,,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,7,31715600
501,0.0,22,42.54,13.6,1.0,17.7,f,,,23,НАО (Новомосковский),м. Рассказовка,Рассказовка,walk,5,10599000
190,,20,25.4,,1.0,19.1,f,,,26,СВАО,р-н Останкинский,ВДНХ,walk,18,13208000
7762,,9,22.29,4.3,,10.1,f,,,14,НАО (Новомосковский),м. Щербинка,Щербинка,transport,9,6172353
5571,,7,29.3,9.8,,11.3,f,,,10,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,9830711
4472,,2,160.0,,4.0,107.0,,,,6,ЦАО,р-н Хамовники,Парк Культуры,walk,7,310000000
7748,,2,25.91,4.0,,12.7,f,,,7,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,5918531
7284,,6,278.0,26.0,6.0,163.0,f,,2000.0,7,ЦАО,р-н Мещанский,Цветной бульвар,walk,5,170000000
5818,,27,109.1,,5.0,74.7,f,,,28,ЮАО,р-н Нагорный,Нагорная,walk,8,44349150
4974,,3,213.4,20.0,5.0,,f,,2008.0,6,ЦАО,р-н Хамовники,Парк Культуры,walk,7,431094845
5736,0.0,4,217.4,40.0,5.0,150.0,t,,,4,ЦАО,р-н Басманный,Курская,walk,9,119000000
6333,1.0,4,179.2,20.0,5.0,117.5,,,1917.0,7,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,10,150000000
2008,,2,33.94,6.0,1.0,19.7,f,,,17,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,15,7593381
2851,,4,249.6,,5.0,,t,,,4,ЦАО,р-н Мещанский,Цветной бульвар,walk,9,203775000
2574,,8,48.2,7.3,2.0,30.7,f,,1960.0,8,ЮЗАО,р-н Ломоносовский,Университет,walk,10,19000000
5447,,4,168.82,8.5,4.0,,f,,,7,ЦАО,р-н Замоскворечье,Третьяковская,walk,3,506460000
369,,28,41.54,,1.0,12.0,f,,,28,ЮАО,р-н Даниловский,Павелецкая,walk,17,28014688
4538,0.0,2,186.0,15.0,4.0,,,,2005.0,7,ЦАО,р-н Хамовники,Парк Культуры,walk,10,186000000
1093,1.0,4,36.1,,1.0,,f,,1980.0,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9120000
4149,,20,65.77,14.6,3.0,46.2,t,,,20,СВАО,р-н Северный,Новодачная,walk,6,18165674
3542,,11,90.2,10.1,3.0,54.4,t,,,21,ЗАО,р-н Очаково-Матвеевское,Давыдково,walk,12,34546600
3752,,9,24.68,,,14.1,t,,,15,НАО (Новомосковский),м. Румянцево,Румянцево,transport,7,6974769
1043,1.0,8,81.0,20.0,1.0,44.0,f,,,12,ЦАО,р-н Хамовники,Спортивная,walk,6,98000000
2581,,3,57.0,9.0,2.0,37.0,f,,1957.0,5,ЗАО,р-н Можайский,Молодёжная,transport,4,14998880
7824,,9,24.0,5.0,,14.0,f,,,17,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,19,6900000
5522,,3,222.0,30.0,5.0,90.0,f,,2020.0,8,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,265990000
3200,,8,89.97,,3.0,39.7,f,,,49,САО,р-н Савеловский,Дмитровская,walk,6,35589820
3245,,6,118.0,,3.0,94.0,f,,,15,ЦАО,р-н Хамовники,Спортивная,walk,8,149500000
3145,1.0,7,67.5,15.0,2.0,,,,,47,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,transport,4,25500000
2798,,2,38.0,,2.0,,f,,,15,САО,р-н Головинский,Коптево,walk,9,13611600
5442,,4,252.3,16.0,4.0,,f,,2003.0,7,ЦАО,р-н Хамовники,Смоленская,walk,9,486000000
2783,,11,38.4,7.5,2.0,,f,,1965.0,12,ЮВАО,р-н Кузьминки,Кузьминки,walk,11,13700000
3431,,23,63.4,18.0,3.0,25.5,f,,,26,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,15,36176520
2846,1.0,4,51.1,18.1,2.0,,,,,20,СЗАО,р-н Митино,Пятницкое шоссе,transport,5,14550000
3290,,5,95.73,9.1,3.0,61.6,f,,,35,ЮЗАО,р-н Котловка,Профсоюзная,walk,17,47003430
7088,,13,322.6,,6.0,,,,2016.0,13,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,414713461
352,,18,39.5,,1.0,13.5,f,,,34,ЮЗАО,р-н Обручевский,Калужская,walk,8,18999500
8006,0.0,13,22.0,4.0,,12.0,,,2019.0,15,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,9,8500000
1020,,11,52.4,,1.0,,f,,,18,ЗАО,р-н Дорогомилово,Москва-Сити,walk,19,55200190
5587,,20,162.2,,5.0,,f,,,23,ЮАО,р-н Нагатинский затон,Технопарк,walk,5,82847730
7851,,3,19.6,,,,f,,,24,САО,р-н Западное Дегунино,Грачёвская,walk,17,7230822
600,0.0,6,39.0,13.0,1.0,16.0,,,2020.0,16,НАО (Новомосковский),м. Потапово,Потапово,walk,19,12399000
7705,,15,25.87,3.9,,12.6,f,,,17,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,14,6792445
5643,1.0,20,107.6,25.0,5.0,55.1,f,,,21,ЦАО,р-н Басманный,Электрозаводская,walk,16,57706861
5030,,21,118.8,,5.0,79.2,f,,,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,7,53198640
7569,,3,18.9,,,,t,,,3,ЦАО,р-н Басманный,Электрозаводская,walk,8,5670000
6710,,2,345.0,,6.0,,f,,2006.0,4,ЗАО,р-н Крылатское,Молодёжная,transport,3,275471699
2424,,13,75.3,20.0,2.0,32.0,t,,2022.0,16,САО,р-н Беговой,Белорусская,walk,4,54000000
6286,,1,190.0,,5.0,152.0,f,,,6,СЗАО,р-н Покровское-Стрешнево,Стрешнево,transport,6,129000000
6865,,3,320.0,25.0,6.0,240.0,,,1892.0,5,ЦАО,р-н Мещанский,Кузнецкий мост,walk,3,145000000
5777,,1,167.4,19.4,5.0,,f,,1997.0,22,ЮВАО,р-н Марьино,Марьино,walk,15,31000000
7048,1.0,1,283.0,45.0,6.0,71.0,t,,2015.0,7,ЦАО,р-н Арбат,Смоленская,walk,3,375000000
6985,,5,584.1,,6.0,,,,2007.0,6,ЦАО,р-н Хамовники,Парк Культуры,walk,8,1285534599
4645,0.0,3,118.0,10.0,4.0,,,,2021.0,7,ЦАО,р-н Таганский,Китай-город,walk,12,104500000
1177,,1,83.4,5.7,5.0,,,,1966.0,9,ВАО,р-н Сокольники,Сокольники,walk,8,28000000
4661,,4,212.7,20.0,4.0,,f,,2004.0,4,ЗАО,р-н Крылатское,Молодёжная,transport,6,110000000
5503,1.0,6,640.0,50.0,5.0,300.0,f,,,6,ЦАО,р-н Пресненский,Баррикадная,walk,11,1200000000
2357,,10,44.0,7.9,2.0,22.2,,,,14,ЗАО,р-н Раменки,Минская,transport,5,33499000
834,,3,45.0,15.0,1.0,,t,,2017.0,48,СВАО,р-н Бутырский,Дмитровская,walk,12,20000000
5854,,2,116.1,8.0,5.0,84.2,f,,1956.0,9,ВАО,р-н Соколиная гора,Сортировочная,walk,12,33900000
2420,,2,62.7,18.0,2.0,33.0,t,,,34,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,14,29000000
3798,0.0,8,72.0,16.0,3.0,38.0,,,2020.0,36,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,11,45600000
883,,11,40.2,,1.0,,f,,,41,САО,р-н Хорошевский,Аэропорт,walk,12,33369885
5313,,15,156.81,,4.0,,t,,,20,ЦАО,р-н Пресненский,Краснопресненская,walk,4,152983522
4404,,10,88.4,10.0,4.0,47.9,f,,,37,САО,р-н Хорошевский,Аэропорт,walk,13,78500000
12,0.0,3,32.9,15.2,1.0,10.9,,,,22,ЗАО,р-н Солнцево,Солнцево,walk,15,10950000
650,1.0,8,38.5,7.0,1.0,19.0,f,,2010.0,17,СВАО,р-н Марфино,Улица Милашенкова,walk,8,13400000
737,,5,40.68,,1.0,,f,,,13,ЮАО,р-н Москворечье-Сабурово,Варшавская,walk,15,17130517
6695,0.0,9,127.3,10.0,6.0,,f,,1993.0,17,ЗАО,р-н Тропарево-Никулино,Озёрная,walk,6,43800000
221,,6,40.9,,1.0,,f,,2023.0,18,ЮЗАО,р-н Академический,Профсоюзная,walk,10,17400000
205,,23,33.6,9.8,1.0,15.9,f,,,26,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,15,21066679
7419,,9,39.0,,,,t,,,17,ЗАО,р-н Филевский парк,Филёвский парк,walk,12,24449100
4059,0.0,8,139.0,,3.0,,f,,2008.0,11,ЦАО,р-н Хамовники,Фрунзенская,walk,12,229559749
7186,0.0,7,455.0,27.0,6.0,219.0,,,,7,ЦАО,р-н Хамовники,Киевская,walk,15,889200000
7041,1.0,16,23.3,5.4,,9.6,f,,,16,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,13,9122927
6004,,9,182.9,,5.0,,f,,1998.0,9,ЮЗАО,р-н Северное Бутово,Бульвар Дмитрия Донского,walk,9,39500000
4994,,15,207.2,,5.0,,f,,,41,САО,р-н Хорошевский,Петровский Парк,walk,13,135847821
6346,0.0,16,180.0,35.0,5.0,77.0,,,2018.0,24,САО,р-н Беговой,Белорусская,walk,8,160000000
2145,,11,50.0,11.7,2.0,33.3,t,,,13,ЦАО,р-н Замоскворечье,Павелецкая,walk,5,29700000
7315,2.0,7,693.0,,6.0,,f,,,7,ЗАО,р-н Очаково-Матвеевское,Минская,transport,8,300000000
1376,,5,37.6,,1.0,,f,,,30,ЮВАО,р-н Рязанский,Окская,walk,10,11843661
6533,,3,502.0,27.3,6.0,217.0,f,,2004.0,3,ЗАО,р-н Крылатское,Крылатское,transport,7,180000000
1115,1.0,4,39.9,7.5,1.0,19.0,f,,1948.0,4,СЗАО,р-н Южное Тушино,Трикотажная,walk,19,11700000
2912,,14,65.4,22.2,2.0,28.1,f,,,14,НАО (Новомосковский),м. Кедровая,Кедровая,walk,7,16219200
