id,cian_id,balcony,floor_num,garage,total_area,kitchen_area,rooms_count,living_area,is_apartments,bedrooms_count,year_built,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
4545,292132166,None,9,None,78.7,18.6,4,40.6,f,None,None,15,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,16483983
5235,301554673,None,23,None,120.1,30.9,5,58.8,f,None,None,30,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,65160084
1160,301314568,None,2,None,41.69,None,1,None,f,None,None,19,ВАО,р-н Богородское,Бульвар Рокоссовского,transport,4,16500000
1161,299654749,None,5,None,37.6,None,1,None,f,None,None,30,ЮВАО,р-н Рязанский,Окская,walk,10,11843661
1162,297949006,0,3,None,37.0,None,1,None,f,None,None,13,СЗАО,р-н Хорошево-Мневники,Терехово ,walk,16,26000000
1163,301313361,None,7,None,54.5,None,1,14.5,f,None,None,23,СВАО,р-н Ростокино,Ботанический сад,walk,10,26905000
1164,291744422,None,6,None,59.9,None,1,None,t,None,None,9,ЦАО,р-н Таганский,Китай-город,walk,12,50100000
1165,299066856,None,15,None,50.5,5.0,1,28.0,f,None,None,17,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,14,42066500
1166,301136222,None,2,None,9.6,2.0,1,None,t,None,1961,6,ВАО,р-н Северное Измайлово,Щёлковская,walk,16,3090000
1167,298656725,None,19,None,41.3,None,1,14.8,f,None,None,20,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,11,9724398
1168,300791352,0,2,None,35.8,7.6,1,19.7,f,None,1974,12,ЮЗАО,р-н Академический,Академическая,walk,14,11499999
1169,300404584,None,13,None,48.7,None,1,14.0,f,None,None,30,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,4,17297217
1170,300557795,1,5,None,35.0,9.7,1,None,f,None,1968,12,САО,р-н Войковский,Войковская,walk,7,14490000
1171,301680909,None,8,None,31.0,None,1,None,f,None,1979,9,ЮЗАО,р-н Ясенево,Ясенево,walk,14,11600000
1178,301346856,2,20,None,38.7,16.3,1,13.0,f,None,None,21,СВАО,р-н Марфино,Телецентр,walk,11,23230000
1172,297177356,None,18,None,39.6,None,1,13.9,f,None,None,20,НАО (Новомосковский),м. Новопеределкино,Новопеределкино,transport,7,11231934
1173,298524500,1,12,None,30.4,6.7,1,14.2,None,None,1972,16,ЗАО,р-н Раменки,Ломоносовский проспект,walk,11,12500000
1174,298000775,None,16,None,38.0,17.4,1,11.0,t,None,None,21,САО,р-н Хорошевский,Зорге,walk,10,19355220
1175,301389273,1,3,None,31.5,7.0,1,13.0,None,None,None,9,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,9,12300000
1176,300398504,None,6,None,54.3,None,1,14.1,t,None,None,21,САО,р-н Беговой,Белорусская,walk,7,30579999
1177,301613522,1,9,None,35.5,None,1,None,f,None,1970,9,ЗАО,р-н Кунцево,Кунцевская,walk,8,13790000
2231,298516199,None,4,None,87.24,23.5,2,29.6,f,None,None,12,ЗАО,м. Павшино,Павшино,transport,24,39144588
2443,296070890,1,10,None,53.7,11.5,2,22.5,f,None,None,17,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,8,11061669
1179,301734792,None,9,None,30.3,10.0,1,16.4,f,None,2022,22,НАО (Новомосковский),м. Саларьево,Саларьево,walk,15,7900000
1180,298003630,None,7,None,58.47,26.0,1,13.5,t,None,None,33,ЦАО,р-н Пресненский,Белорусская,walk,11,40753590
1181,300045498,0,11,None,36.8,9.7,1,19.3,f,None,1975,16,ЦАО,р-н Таганский,Площадь Ильича,walk,7,14899000
1182,300443469,None,18,None,42.9,15.9,1,13.4,f,None,None,29,САО,р-н Аэропорт,Красный Балтиец,walk,4,21870420
1183,299549348,0,10,None,40.8,10.7,1,22.7,f,None,2022,24,ЮВАО,р-н Нижегородский,Нижегородская,walk,10,12600000
2239,300266331,None,7,None,83.8,None,2,None,f,None,None,14,ЦАО,р-н Пресненский,Белорусская,walk,11,84840000
2452,274078693,None,21,None,40.4,17.4,2,13.4,f,None,None,30,ЮЗАО,р-н Южное Бутово,Улица Горчакова,walk,15,11505944
4546,301677123,None,9,None,64.1,18.7,4,31.6,f,None,None,10,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,16845032
1184,300398324,None,10,None,53.11,None,1,15.8,t,None,None,21,САО,р-н Беговой,Белорусская,walk,7,32819999
1185,301549280,None,4,None,20.0,None,1,None,t,None,1955,5,СВАО,р-н Марфино,Окружная,walk,4,4999999
1186,300921351,None,12,None,37.6,None,1,None,f,None,None,26,ВАО,р-н Соколиная гора,Соколиная гора,walk,14,13705200
1187,298169068,1,6,None,36.2,10.0,1,14.3,None,None,2019,25,СЗАО,р-н Митино,Пятницкое шоссе,walk,20,10950000
1188,293482737,None,11,None,45.3,None,1,None,f,None,None,18,САО,р-н Головинский,Коптево,walk,6,17100750
1189,301669904,1,5,None,32.0,6.0,1,18.0,f,None,None,5,ЮАО,р-н Царицыно,Кантемировская,walk,9,9490000
1190,301173863,None,4,None,43.5,8.0,1,25.8,f,None,None,46,ЗАО,р-н Дорогомилово,Фили,walk,7,29613037
1191,301039593,1,3,None,32.6,5.1,1,17.4,None,None,1962,4,НАО (Новомосковский),м. Щербинка,Щербинка,walk,9,7300000
1192,299928314,1,2,None,38.3,7.3,1,18.8,f,None,2011,17,ЗАО,р-н Солнцево,Говорово,walk,13,10500000
1193,297130698,1,4,None,36.0,8.2,1,18.9,f,None,1964,5,СВАО,р-н Марфино,Фонвизинская,walk,15,10500000
1194,298397251,None,17,None,37.0,7.0,1,19.0,None,None,None,17,НАО (Новомосковский),м. Рассказовка,Рассказовка,walk,13,10620000
1195,298908878,None,17,None,41.0,20.4,1,None,f,None,2022,17,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,6,10600000
1196,298213552,1,2,None,37.3,9.0,1,19.0,f,None,1984,17,САО,р-н Дмитровский,Грачёвская,transport,4,10600000
1197,301565203,None,8,None,28.7,10.0,1,12.2,t,None,None,13,ЮВАО,р-н Печатники,Кожуховская,walk,14,10560107
1290,300312798,None,19,None,36.0,12.0,1,11.0,f,None,None,32,ЮАО,р-н Царицыно,Каширская,transport,4,12448080
1198,296325478,0,22,None,42.54,13.6,1,17.7,f,None,None,23,НАО (Новомосковский),м. Рассказовка,Рассказовка,walk,5,10599000
1199,301217334,None,1,None,35.4,9.9,1,None,None,None,1967,12,СВАО,р-н Северное Медведково,Медведково,walk,14,10700000
1200,274078528,1,16,None,36.1,16.6,1,9.7,f,None,None,30,ЮЗАО,р-н Южное Бутово,Улица Горчакова,walk,15,10674102
1201,301581452,None,12,None,39.2,None,1,20.8,None,None,None,12,СВАО,р-н Отрадное,Отрадное,walk,17,10650000
1202,301275962,None,16,None,34.5,None,1,10.4,f,None,None,19,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,11,10662310
1203,301739817,None,9,None,39.0,8.0,1,20.0,f,None,None,14,САО,р-н Коптево,Коптево,walk,9,10700000
1294,298524500,1,12,None,30.4,6.7,1,14.2,None,None,1972,16,ЗАО,р-н Раменки,Ломоносовский проспект,walk,11,12500000
1204,301276077,None,16,None,38.8,None,1,15.5,f,None,None,17,НАО (Новомосковский),м. Боровское шоссе,Боровское шоссе,transport,8,10715978
1205,297921848,None,6,None,41.2,13.9,1,16.2,f,None,None,14,НАО (Новомосковский),м. Кедровая,Кедровая,walk,13,10674920
1206,301311627,None,10,None,38.6,8.0,1,19.0,None,None,2004,17,САО,р-н Бескудниковский,Дегунино,walk,11,10700000
1207,301302462,0,4,None,25.3,6.5,1,13.8,None,None,None,9,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,7,10700000
1208,295830592,None,17,None,36.8,None,1,18.1,t,None,None,30,ЮЗАО,р-н Черемушки,Воронцовская,walk,8,10800800
1209,296805546,None,9,None,34.7,11.5,1,11.9,f,None,None,18,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,10872765
1210,301675716,1,4,None,30.3,6.0,1,18.6,f,None,1962,5,ВАО,р-н Богородское,Бульвар Рокоссовского,walk,12,10800000
1211,292609070,None,7,None,34.3,10.8,1,12.0,f,None,None,17,НАО (Новомосковский),м. Прокшино,Прокшино,walk,20,10795459
1212,291307298,None,16,None,36.2,11.4,1,13.4,f,None,None,16,НАО (Новомосковский),м. Прокшино,Прокшино,transport,5,10819963
1303,300730996,None,2,None,40.1,13.0,1,None,f,None,None,32,ЮВАО,р-н Рязанский,Стахановская,walk,4,12716913
2248,295368581,None,3,None,135.4,None,2,None,None,None,2007,9,ЦАО,р-н Якиманка,Полянка,walk,3,145000000
1213,298547672,None,6,None,39.2,20.0,1,None,None,None,2020,16,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,7,10800000
1214,296387288,None,11,None,31.0,12.0,1,9.0,f,None,None,26,ЮАО,р-н Царицыно,Каширская,transport,4,10846590
1215,296193001,None,6,None,37.04,4.0,1,14.8,t,None,None,9,ВАО,р-н Косино-Ухтомский,Реутов,transport,3,10800000
1216,299732160,0,8,None,39.7,9.0,1,17.8,f,None,1970,9,ВАО,р-н Перово,Перово,walk,17,10760000
1217,299207938,None,1,None,35.0,8.5,1,16.8,f,None,1965,9,САО,р-н Войковский,Водный стадион,walk,9,10850000
1306,300755282,None,11,None,35.0,None,1,None,f,None,None,26,ЮАО,р-н Чертаново Южное,Лесопарковая,walk,6,12950000
1344,294163998,0,12,None,38.8,8.0,1,20.8,None,None,None,14,ЮВАО,р-н Южнопортовый,Дубровка,walk,3,14050000
1218,301333841,None,10,None,35.4,4.7,1,24.2,f,None,None,24,ЗАО,р-н Солнцево,Солнцево,transport,4,10965433
1219,298169068,1,6,None,36.2,10.0,1,14.3,None,None,2019,25,СЗАО,р-н Митино,Пятницкое шоссе,walk,20,10950000
1220,300943775,0,9,None,42.6,9.8,1,17.0,None,None,2009,24,ЮВАО,р-н Выхино-Жулебино,Жулебино,walk,15,10950000
1222,301578537,0,8,None,42.4,15.0,1,22.4,None,None,None,8,НАО (Новомосковский),м. Потапово,Потапово,walk,7,10950000
1224,291010205,None,14,None,38.0,10.9,1,14.7,f,None,None,18,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,9,10996444
1310,300036220,2,6,None,37.93,5.0,1,23.7,f,None,None,28,ЮВАО,р-н Нижегородский,Нижегородская,walk,12,13021076
1346,299487886,None,16,None,40.8,13.1,1,None,f,None,None,32,ЮВАО,р-н Рязанский,Стахановская,walk,4,13984200
1225,298675144,None,8,None,42.7,11.0,1,20.0,None,None,2014,17,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,7,10950000
1226,301496355,1,3,None,35.3,10.0,1,None,None,None,1972,14,ЮЗАО,р-н Коньково,Коньково,walk,17,10900000
1228,293200910,None,12,None,32.6,12.0,1,11.5,f,None,None,14,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,11088400
1229,300443342,1,2,None,39.0,7.9,1,23.7,f,None,1972,15,ЮАО,р-н Царицыно,Кантемировская,walk,1,11000000
1231,300892101,1,3,None,37.9,10.1,1,18.0,f,None,2017,17,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,3,11000000
1313,301494779,1,1,None,45.0,15.0,1,20.0,f,None,2017,9,НАО (Новомосковский),м. Рассказовка,Рассказовка,walk,17,13000000
2454,299381069,None,3,None,49.5,17.1,2,27.4,f,None,None,17,НАО (Новомосковский),м. Корниловская,Корниловская,transport,8,11598840
1232,297872617,0,3,None,33.1,11.6,1,12.6,f,None,2023,25,ВАО,р-н Метрогородок,Бульвар Рокоссовского,walk,12,11000000
1233,299253493,0,2,None,43.2,15.3,1,14.0,None,None,2024,9,НАО (Новомосковский),м. Мичуринец,Мичуринец,walk,11,11100000
1234,299771766,0,11,None,38.1,8.7,1,17.1,None,None,2005,14,СВАО,р-н Северное Медведково,Медведково,transport,4,11290000
1235,300435168,1,3,None,30.0,6.0,1,18.0,None,None,1964,5,ВАО,р-н Преображенское,Бульвар Рокоссовского,walk,16,11200000
1237,300870617,0,2,None,32.0,5.5,1,21.5,None,None,1962,9,ЗАО,р-н Кунцево,Молодёжная,walk,4,11200000
2458,301306229,1,11,None,48.8,8.9,2,32.1,None,None,None,12,ЮАО,р-н Царицыно,Царицыно,walk,12,11700000
4548,301593270,None,13,None,77.6,20.7,4,36.4,f,None,None,17,НАО (Новомосковский),м. Прокшино,Прокшино,walk,20,17422445
7408,297480671,None,10,None,25.0,5.0,None,None,f,None,None,32,ЮВАО,р-н Рязанский,Стахановская,walk,4,9000000
1238,300419481,0,2,None,35.2,10.1,1,19.6,f,None,1967,12,САО,р-н Коптево,Коптево,walk,17,11200000
1239,301246304,0,3,None,38.5,13.2,1,18.5,f,None,1986,12,СЗАО,р-н Строгино,Строгино,walk,20,11200000
1242,299426713,None,11,None,37.8,8.4,1,19.1,f,None,1987,17,ЗАО,р-н Солнцево,Солнцево,walk,18,11300000
1243,298111522,1,4,None,32.4,5.5,1,15.0,None,None,None,9,ЮВАО,р-н Лефортово,Лефортово,walk,7,11300000
1245,301102672,1,4,None,36.0,10.0,1,None,f,None,2021,22,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,4,11400000
4549,292608766,None,11,None,77.6,15.3,4,38.8,f,None,None,16,НАО (Новомосковский),м. Саларьево,Саларьево,transport,11,18042031
1247,300743586,0,12,None,34.0,6.0,1,23.0,None,None,2023,33,САО,р-н Западное Дегунино,Грачёвская,walk,16,11500000
1248,301271454,0,14,None,35.0,9.0,1,20.0,None,None,1994,16,ЮЗАО,р-н Теплый Стан,Тёплый Стан,transport,4,11500000
1249,301166910,None,6,None,25.0,5.0,1,15.0,t,None,None,8,СВАО,р-н Останкинский,Улица Академика Королёва,walk,5,11500000
1250,300967353,None,3,None,42.4,12.0,1,19.0,f,None,2003,16,ЮЗАО,р-н Южное Бутово,Бульвар Адмирала Ушакова,walk,5,11500000
1251,301199238,None,4,None,45.0,16.7,1,None,f,None,2020,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,7,11500000
1253,300791352,0,2,None,35.8,7.6,1,19.7,f,None,1974,12,ЮЗАО,р-н Академический,Академическая,walk,14,11499999
1254,299719558,0,2,None,38.9,8.0,1,20.4,f,None,1984,12,СВАО,р-н Свиблово,Свиблово,walk,6,11500000
1255,301595520,None,11,None,38.5,8.5,1,19.3,None,None,1996,14,ЮВАО,р-н Марьино,Братиславская,walk,10,11600000
1257,301036306,0,8,None,38.0,6.0,1,21.0,f,None,1975,9,СВАО,р-н Лосиноостровский,Медведково,transport,5,11590000
1258,296192809,None,2,None,41.96,4.0,1,16.8,t,None,None,9,ВАО,р-н Косино-Ухтомский,Реутов,transport,3,11750000
1259,293200760,1,3,None,35.8,11.2,1,11.9,f,None,None,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,11691800
1260,297302521,1,8,None,31.8,6.0,1,20.8,None,None,1964,9,ЗАО,р-н Кунцево,Молодёжная,walk,5,11700000
1261,301316703,1,13,None,31.6,9.4,1,14.5,None,None,None,24,ЮВАО,р-н Текстильщики,Текстильщики,walk,20,11750000
1262,301154443,None,10,None,43.4,15.0,1,None,None,None,2016,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,7,11888000
1271,301464428,1,4,None,33.0,6.0,1,16.0,f,None,1962,9,САО,р-н Коптево,Лихоборы,walk,8,11900000
1264,301334212,None,2,None,34.8,2.8,1,23.4,f,None,None,30,ЮАО,р-н Москворечье-Сабурово,Борисово,transport,5,11827267
1265,293200789,None,11,None,37.0,11.7,1,12.5,f,None,None,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,11818000
1266,300472479,None,5,None,40.5,11.0,1,None,f,None,2023,12,НАО (Новомосковский),м. Рассказовка,Рассказовка,walk,20,11800000
1267,300664581,None,21,None,33.5,16.8,1,9.8,None,None,2023,25,ЗАО,р-н Кунцево,Павшино,transport,10,11950000
1269,301735476,0,6,None,40.1,10.0,1,22.5,None,None,2022,24,ЮАО,р-н Нагорный,Варшавская,walk,10,11900000
5236,300045999,3,26,None,247.0,28.0,5,140.9,f,None,2007,31,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,5,320465410
1273,296872000,None,13,None,37.4,6.7,1,22.4,f,None,None,30,ЮВАО,р-н Рязанский,Окская,walk,10,12062397
1274,296871979,None,11,None,37.7,6.8,1,22.6,f,None,None,30,ЮВАО,р-н Рязанский,Окская,walk,10,12113575
1275,299343727,1,7,None,38.7,8.4,1,20.8,None,None,2000,9,ЮВАО,р-н Кузьминки,Кузьминки,walk,11,12100000
1279,300780545,1,8,None,32.0,5.3,1,21.2,f,None,1962,9,ЮВАО,р-н Кузьминки,Кузьминки,walk,1,12000000
1280,293007219,None,6,None,43.2,10.2,1,20.5,t,None,None,36,СВАО,р-н Ярославский,Ростокино,walk,12,12204000
1281,299250693,None,11,None,30.1,11.5,1,10.5,t,None,None,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,12341000
1282,301033521,None,5,None,35.8,21.0,1,None,None,None,2023,20,САО,р-н Западное Дегунино,Грачёвская,walk,14,12300000
2780,300885699,None,5,None,36.93,5.0,2,24.0,f,None,None,16,СЗАО,р-н Хорошево-Мневники,Октябрьское поле,transport,5,20174859
2785,299166296,0,3,None,47.9,5.2,2,32.0,None,None,2024,11,ЮАО,р-н Даниловский,ЗИЛ,walk,17,20000000
2791,300968863,0,4,None,71.2,12.0,2,45.0,None,None,2010,10,ЮВАО,р-н Выхино-Жулебино,Жулебино,walk,5,20500000
2807,301261784,None,31,None,45.1,None,2,26.2,f,None,None,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,6,21823890
1283,299479438,None,14,None,38.8,10.5,1,None,None,None,2000,22,ЮВАО,р-н Марьино,Братиславская,walk,20,12300000
1284,301384971,None,22,None,39.6,12.5,1,15.0,f,None,2023,32,ЮВАО,р-н Нижегородский,Нижегородская,walk,8,12300000
1285,301668130,0,6,None,39.0,13.0,1,16.0,None,None,2020,16,НАО (Новомосковский),м. Потапово,Потапово,walk,19,12399000
1286,299396300,None,8,None,36.9,15.0,1,14.5,f,None,2018,18,СВАО,р-н Северный,Физтех,walk,12,12290000
1288,300843943,0,6,None,36.2,9.0,1,15.0,None,None,2023,33,ЮВАО,р-н Нижегородский,Нижегородская,walk,8,12300000
2808,298045259,None,8,None,53.8,6.1,2,36.5,f,None,None,52,ЗАО,р-н Раменки,Раменки,walk,19,21824030
4550,293987410,None,9,None,65.1,16.6,4,32.3,f,None,None,17,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,18350554
1289,301389273,1,3,None,31.5,7.0,1,13.0,None,None,None,9,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,9,12300000
1291,300992263,0,24,None,44.0,10.5,1,19.8,None,None,2005,24,ЮЗАО,р-н Северное Бутово,Бульвар Дмитрия Донского,walk,14,12400000
1292,301539824,1,11,None,37.2,10.0,1,20.6,f,None,1970,12,ЗАО,р-н Солнцево,Солнцево,walk,15,12450000
1293,301011380,1,7,None,34.5,10.0,1,20.0,f,None,1968,12,СЗАО,р-н Щукино,Октябрьское поле,walk,4,12500000
1295,301789262,1,12,None,34.8,9.3,1,None,None,None,2016,18,САО,р-н Бескудниковский,Верхние Лихоборы,walk,11,12500000
2812,301576109,None,11,None,59.1,None,2,None,f,None,None,21,СЗАО,р-н Щукино,Щукинская,transport,4,21985200
4551,301590062,1,20,None,76.9,17.2,4,36.8,f,None,None,30,ЮЗАО,р-н Южное Бутово,Улица Горчакова,walk,15,18554570
1296,301560775,1,15,None,35.1,10.0,1,19.0,None,None,1980,16,ЗАО,р-н Кунцево,Молодёжная,walk,7,12500000
1297,301036488,1,9,None,33.9,8.8,1,18.1,None,None,1964,9,ЗАО,р-н Можайский,Рабочий посёлок,walk,14,12550000
1298,301207400,1,19,None,41.8,10.4,1,17.7,f,None,2001,22,ЮВАО,р-н Марьино,Братиславская,walk,13,12500000
1299,301035602,None,29,None,38.6,19.8,1,11.2,f,None,2023,33,САО,р-н Дмитровский,Лианозово,transport,4,12500000
1347,301791239,0,7,None,36.3,None,1,None,f,None,2017,19,СВАО,р-н Северное Медведково,Медведково,walk,16,13999999
1300,301127027,1,9,None,30.0,6.0,1,16.0,None,None,None,9,ВАО,р-н Богородское,Преображенская площадь,walk,16,12500000
1301,299549348,0,10,None,40.8,10.7,1,22.7,f,None,2022,24,ЮВАО,р-н Нижегородский,Нижегородская,walk,10,12600000
1302,298838173,None,2,None,48.8,11.0,1,20.0,None,None,2013,15,ЮАО,р-н Бирюлево Восточное,Царицыно,transport,4,12700000
1304,300816819,0,6,None,37.0,7.8,1,19.7,f,None,1979,9,ВАО,р-н Богородское,Бульвар Рокоссовского,transport,4,12700000
1305,301688156,2,21,None,41.7,12.6,1,14.0,t,None,None,23,СВАО,р-н Отрадное,Владыкино,walk,3,12754870
1307,301494445,None,6,None,26.62,6.5,1,11.6,f,None,None,31,СВАО,р-н Марфино,Владыкино,transport,4,12900000
1308,301668357,1,8,None,41.0,10.0,1,20.2,f,None,2012,22,СВАО,р-н Южное Медведково,Медведково,transport,4,12900000
1309,295835022,None,13,None,40.4,19.4,1,14.8,f,None,None,23,ЮАО,р-н Чертаново Центральное,Пражская,transport,6,13099013
1311,300575203,1,7,None,37.5,16.3,1,13.2,t,None,None,29,ЮВАО,р-н Южнопортовый,Волгоградский проспект,walk,17,13072251
1312,280126887,None,8,None,23.9,None,1,None,f,None,None,25,САО,р-н Савеловский,Гражданская,walk,10,13133050
1348,295113188,None,19,None,35.0,None,1,None,f,None,None,26,ЮАО,р-н Чертаново Южное,Лесопарковая,walk,7,14140000
1316,301602074,1,2,None,37.8,8.0,1,19.0,f,None,1980,16,ЮВАО,р-н Марьино,Марьино,walk,17,13300000
1317,300755279,None,12,None,35.8,16.8,1,10.6,f,None,None,31,ВАО,р-н Метрогородок,Бульвар Рокоссовского,transport,7,13400000
1320,298871390,None,2,None,33.9,None,1,11.3,f,None,None,48,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,4,13509421
1321,301539917,1,7,None,32.2,5.2,1,21.7,None,None,1964,13,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,5,13500000
1322,300135811,1,7,None,33.0,None,1,None,f,None,1962,8,ЮВАО,р-н Южнопортовый,Автозаводская,walk,11,13500000
1324,301647536,1,3,None,36.0,9.0,1,18.0,None,None,None,12,ВАО,р-н Новогиреево,Новогиреево,walk,5,13500000
1325,299947678,0,6,None,32.0,None,1,None,f,None,1963,8,ЗАО,р-н Филевский парк,Багратионовская,walk,5,13500000
1326,299329067,None,24,None,39.1,9.6,1,20.2,f,None,2021,24,ВАО,р-н Метрогородок,Бульвар Рокоссовского,walk,18,13500000
1328,299203876,None,2,None,35.0,5.0,1,25.0,t,None,2015,10,СВАО,р-н Ростокино,Ростокино,walk,13,13500000
1329,301430103,1,3,None,40.0,None,1,None,f,None,1981,16,СЗАО,р-н Строгино,Строгино,walk,11,13499000
1330,298907853,0,5,None,39.1,8.3,1,18.3,f,None,1973,9,СВАО,р-н Алексеевский,ВДНХ,walk,13,13600000
1331,301556311,None,2,None,35.0,9.7,1,12.7,f,None,None,37,ЮВАО,р-н Нижегородский,Нижегородская,walk,18,13645193
1332,295831754,None,2,None,41.84,None,1,10.9,f,None,None,48,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,9,13578463
1334,301449265,None,4,None,38.0,7.0,1,20.0,f,None,1975,9,СВАО,р-н Отрадное,Отрадное,walk,8,13600000
1337,294938749,None,26,None,34.3,6.8,1,11.5,f,None,None,32,САО,р-н Западное Дегунино,Селигерская,walk,8,13746719
1349,299487885,None,16,None,41.5,10.7,1,None,f,None,None,32,ЮВАО,р-н Рязанский,Стахановская,walk,4,14105020
4552,301563958,2,8,None,90.5,6.3,4,54.6,f,None,None,9,НАО (Новомосковский),м. Аэропорт Внуково,Аэропорт Внуково,transport,17,18697300
5029,295067574,None,4,None,77.5,15.2,4,38.5,f,None,None,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,12742318
1339,298525727,None,16,None,37.5,5.8,1,25.1,f,None,None,24,ЗАО,р-н Солнцево,Солнцево,walk,17,13860450
1340,301727165,1,5,None,33.0,5.0,1,None,f,None,1962,9,ЮАО,р-н Даниловский,Автозаводская,walk,10,13900000
1341,301309106,1,14,None,37.2,8.5,1,19.1,None,None,1998,17,ЗАО,р-н Фили-Давыдково,Славянский бульвар,walk,10,13900000
1343,300883239,None,5,None,28.1,6.0,1,None,f,None,2022,27,ЮВАО,р-н Лефортово,Авиамоторная,walk,11,14000000
1345,292983798,0,18,None,35.0,14.5,1,11.7,None,None,2022,21,НАО (Новомосковский),м. Саларьево,Саларьево,walk,20,13950000
1351,300557795,1,5,None,35.0,9.7,1,None,f,None,1968,12,САО,р-н Войковский,Войковская,walk,7,14490000
1350,295815762,None,28,None,37.9,8.7,1,15.4,f,None,None,44,СЗАО,р-н Покровское-Стрешнево,Трикотажная,transport,5,14300000
1352,298055159,None,6,None,33.51,12.0,1,12.5,f,None,None,29,ВАО,р-н Богородское,Бульвар Рокоссовского,walk,4,14502068
1354,301804694,0,13,None,42.3,11.3,1,20.3,f,None,2023,13,ЮЗАО,р-н Коньково,Беляево,walk,14,14499999
1355,300487627,None,2,None,35.0,6.0,1,18.0,None,None,2021,39,САО,р-н Западное Дегунино,Селигерская,walk,11,14400000
1357,301622153,0,2,None,32.0,5.2,1,21.4,f,None,1964,9,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,8,14500000
3331,297881966,None,2,None,62.7,6.5,3,44.9,f,None,None,12,СВАО,р-н Бутырский,Фонвизинская,walk,6,16300000
1358,300974350,0,8,None,38.5,13.7,1,15.3,None,None,2023,21,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,18,14550000
1359,298525949,None,13,None,36.7,5.1,1,22.5,f,None,None,24,ЗАО,р-н Солнцево,Солнцево,walk,17,14629831
1360,301556657,None,30,None,35.5,10.3,1,13.2,f,None,None,37,ЮВАО,р-н Нижегородский,Нижегородская,walk,18,14612749
1361,298525949,None,13,None,36.7,5.1,1,22.5,f,None,None,24,ЗАО,р-н Солнцево,Солнцево,walk,17,14629831
1362,300873947,0,6,None,35.0,12.0,1,12.0,t,None,2022,7,ЦАО,р-н Таганский,Калитники,walk,12,14650000
3332,298974528,None,2,None,133.0,None,3,45.6,f,None,None,18,ЦАО,р-н Хамовники,Воробьёвы горы,walk,13,130863000
1363,298871526,None,34,None,33.0,None,1,20.1,f,None,None,48,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,4,14729880
1364,301783944,1,4,None,32.0,None,1,None,f,None,None,8,ЦАО,р-н Таганский,Москва-Товарная,walk,10,14700000
1365,301009650,None,18,None,37.6,None,1,10.0,None,None,None,32,ЮВАО,р-н Нижегородский,Нижегородская,walk,8,14850000
1366,296556180,None,5,None,31.0,None,1,15.0,None,None,None,5,ЗАО,р-н Дорогомилово,Киевская,walk,10,14800000
1367,293202688,None,29,None,38.1,8.4,1,12.1,f,None,None,32,САО,р-н Западное Дегунино,Селигерская,walk,8,14927656
1368,300135242,1,9,None,34.0,5.8,1,15.9,f,None,1965,9,ЗАО,р-н Филевский парк,Фили,walk,3,14800000
1369,300045498,0,11,None,36.8,9.7,1,19.3,f,None,1975,16,ЦАО,р-н Таганский,Площадь Ильича,walk,7,14899000
1370,297263945,None,19,None,36.3,None,1,None,f,None,None,20,САО,р-н Головинский,Коптево,walk,6,15046350
1371,301279667,None,20,None,30.0,7.0,1,16.0,f,None,2024,31,СВАО,р-н Марфино,Владыкино,transport,3,14950000
