id,cian_id,balcony,floor_num,garage,total_area,kitchen_area,rooms_count,living_area,is_apartments,bedrooms_count,year_built,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
1,293713671,None,2,None,72.6,31.0,1,14.2,f,None,None,14,ЦАО,р-н Якиманка,Полянка,transport,2,133260000
2,300932847,1,10,None,65.2,10.0,1,40.0,f,None,2003,14,ЦАО,р-н Мещанский,Проспект Мира,walk,6,35000000
3,301575583,None,4,None,68.62,16.4,1,36.0,f,None,None,13,ЦАО,р-н Мещанский,Цветной бульвар,walk,8,86856437
4,297643594,None,11,None,43.6,None,1,None,t,None,2015,21,ЗАО,р-н Филевский парк,Фили,walk,16,18000000
5,287317369,None,5,None,65.9,24.9,1,18.8,f,None,None,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,9,78259545
1221,300833206,0,1,None,34.1,10.0,1,19.0,None,None,1965,12,ЮЗАО,р-н Черемушки,Калужская,walk,16,10900000
6,298474072,None,23,None,54.0,13.1,1,28.6,f,None,None,23,СЗАО,р-н Хорошево-Мневники,Терехово ,walk,18,29000000
7,299093496,None,18,None,37.7,None,1,13.0,f,None,None,41,ЮАО,р-н Даниловский,Павелецкая,walk,17,24335267
8,301478863,None,37,None,48.0,6.0,1,34.0,f,None,2021,37,САО,р-н Хорошевский,Аэропорт,walk,12,40000000
9,299898685,None,5,None,49.8,None,1,11.3,f,None,None,18,ЦАО,р-н Хамовники,Воробьёвы горы,walk,15,49737000
10,287678758,None,4,None,46.0,None,1,None,f,None,2021,26,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,4,32000000
11,300288766,None,40,None,29.14,None,1,9.0,f,None,None,54,САО,р-н Савеловский,Дмитровская,walk,6,17858691
1223,301058394,0,3,None,32.9,15.2,1,10.9,None,None,None,22,ЗАО,р-н Солнцево,Солнцево,walk,15,10950000
1227,298556528,None,2,None,34.9,7.0,1,21.0,f,None,1973,14,ЗАО,р-н Можайский,Рабочий посёлок,walk,9,10900000
12,298210838,None,13,None,60.9,25.0,1,13.5,f,None,None,44,СЗАО,р-н Хорошево-Мневники,Шелепиха,transport,4,25500000
13,301260582,None,14,None,28.1,None,1,15.6,f,None,None,27,ЮАО,р-н Даниловский,Серпуховская,walk,20,19203540
14,300609717,0,4,None,40.0,10.4,1,None,f,None,2022,7,НАО (Новомосковский),м. Санино,Санино,walk,11,9850000
15,297972137,None,2,None,54.7,20.8,1,15.5,f,None,None,5,ЦАО,р-н Тверской,Площадь Революции,walk,3,126110000
23,293911220,None,3,None,45.6,19.0,1,12.9,f,None,None,7,ЦАО,р-н Якиманка,Новокузнецкая,walk,10,94392000
1272,296320740,1,2,None,44.7,12.0,1,None,f,None,None,7,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,8,12046650
16,293760838,1,18,None,42.4,None,1,None,f,None,2022,48,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,9,19450000
17,299934983,None,3,None,56.33,21.3,1,16.3,f,None,None,13,ЗАО,м. Опалиха,Опалиха,transport,11,24914759
18,298087113,0,4,None,39.7,15.9,1,9.6,None,None,None,46,ЮЗАО,р-н Обручевский,Калужская,walk,18,19000000
19,298342641,None,2,None,42.3,15.6,1,12.9,f,None,None,20,ЗАО,р-н Филевский парк,Народное Ополчение,transport,3,21645206
20,301734970,None,6,None,59.2,27.0,1,20.0,None,None,None,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,68000000
21,299137613,None,4,None,45.87,15.1,1,13.4,f,None,None,12,ЗАО,м. Павшино,Павшино,transport,24,22499235
22,299888104,None,44,None,52.0,None,1,None,t,None,None,65,ЦАО,р-н Пресненский,Москва-Сити,walk,2,44000000
1460,301755537,None,14,None,38.86,18.2,1,11.7,f,None,None,57,СВАО,р-н Бутырский,Бутырская,walk,4,19076728
1552,299132409,None,27,None,47.26,None,1,13.2,f,None,None,28,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,4,23954676
1656,300112862,None,4,None,60.07,6.5,1,47.1,t,None,None,6,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,10,64815530
24,297087850,None,51,None,123.0,15.0,1,69.0,t,None,None,75,ЦАО,р-н Пресненский,Деловой центр,walk,3,99000000
25,292406316,None,2,None,30.45,None,1,None,t,None,None,14,ЗАО,р-н Дорогомилово,Киевская,walk,8,29201550
26,301616082,1,4,None,30.1,7.0,1,None,f,None,1971,9,ВАО,р-н Перово,Перово,walk,15,12200000
27,298849163,None,3,None,45.5,19.5,1,14.0,f,None,None,10,ЗАО,м. Павшино,Павшино,transport,24,23132200
28,300549135,0,8,None,46.4,None,1,None,f,None,2020,11,ЗАО,р-н Дорогомилово,Киевская,walk,15,46000000
29,300266286,None,3,None,51.4,None,1,None,f,None,None,14,ЦАО,р-н Пресненский,Белорусская,walk,11,50980000
30,299330003,None,63,None,86.0,19.0,1,38.0,t,None,None,66,ЦАО,р-н Пресненский,Деловой центр,walk,4,96000000
135,297989333,None,20,None,39.09,18.8,1,10.8,f,None,None,20,ЮАО,р-н Даниловский,Тульская,walk,17,19612821
1555,299132409,None,27,None,47.26,None,1,13.2,f,None,None,28,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,4,23954676
31,297997304,None,2,None,101.91,None,1,None,f,None,None,14,ЦАО,р-н Хамовники,Киевская,walk,13,183834633
32,299893948,0,5,None,38.9,5.0,1,33.9,t,None,1980,16,СВАО,р-н Отрадное,Владыкино,walk,4,11300000
33,274788987,None,8,None,111.7,None,1,None,f,None,None,8,ЦАО,р-н Арбат,Смоленская,walk,9,88184211
34,301505612,0,5,None,34.6,8.4,1,19.7,f,None,1970,14,ЮАО,р-н Нагорный,Севастопольская,walk,10,13650000
41,294328835,1,3,None,78.7,33.2,1,15.7,f,None,None,6,ЦАО,р-н Басманный,Чистые пруды,walk,5,160420000
35,300583268,None,2,None,36.06,13.5,1,None,f,None,None,54,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,14,20713585
36,297233032,1,12,None,39.0,7.1,1,18.0,f,None,1967,12,ВАО,р-н Гольяново,Щёлковская,walk,2,9750000
37,299132337,None,18,None,40.2,None,1,12.7,f,None,None,25,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,23432905
38,300329807,None,3,None,48.0,5.0,1,22.0,None,None,2022,18,ЗАО,р-н Раменки,Аминьевская,walk,9,31990000
39,301581497,None,5,None,58.2,None,1,None,f,None,None,23,ЮАО,р-н Нагатинский затон,Технопарк,walk,5,25537891
40,301083049,0,45,None,43.1,None,1,None,f,None,2022,52,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,9,25450000
1478,298139152,None,3,None,31.3,None,1,None,f,None,None,19,ЦАО,р-н Басманный,Бауманская,walk,9,19800000
42,301362066,0,8,None,33.0,7.0,1,19.0,f,None,1976,9,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,13,10540000
43,291868741,None,3,None,54.02,19.0,1,15.1,f,None,None,13,ЗАО,м. Павшино,Павшино,transport,24,29997306
44,301203125,0,9,None,38.0,17.7,1,14.0,f,None,2022,30,ЮВАО,р-н Южнопортовый,Волгоградский проспект,walk,5,14000000
45,296523631,None,3,None,40.8,None,1,None,f,None,None,36,САО,р-н Беговой,Белорусская,walk,5,28058677
46,300647536,0,4,None,38.7,8.6,1,20.8,None,None,1982,12,ЮАО,р-н Нагатино-Садовники,Каширская,walk,14,12550000
1480,301551485,None,9,None,40.6,None,1,11.8,f,None,None,34,САО,р-н Левобережный,Беломорская,walk,16,20166020
47,301346263,None,8,None,44.6,21.4,1,13.8,f,None,None,14,ЗАО,р-н Раменки,Ломоносовский проспект,transport,2,25870000
48,297331054,0,16,None,37.0,12.0,1,None,f,None,2018,32,ЮВАО,р-н Марьино,Курьяново,walk,8,15600000
49,301266106,None,8,None,47.4,4.7,1,28.4,f,None,None,23,ЦАО,р-н Басманный,Бауманская,walk,13,20761200
50,298159475,0,3,None,35.0,10.0,1,None,None,None,2023,32,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,8,19000000
51,282960185,None,2,None,42.7,9.5,1,11.9,f,None,None,19,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,22191190
142,295766411,1,9,None,35.3,None,1,None,f,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,8977500
52,300136415,None,12,None,54.5,11.2,1,23.0,f,None,1975,14,ЦАО,р-н Пресненский,Краснопресненская,walk,11,35700000
53,301623904,None,2,None,40.9,19.4,1,11.9,f,None,None,16,ВАО,р-н Преображенское,Преображенская площадь,walk,7,17295455
54,300443381,1,4,None,31.6,5.3,1,21.2,f,None,1962,9,САО,р-н Тимирязевский,Тимирязевская,walk,6,12250000
55,301346487,None,2,None,37.76,19.5,1,11.5,f,None,None,21,СВАО,р-н Марфино,Телецентр,walk,11,20490000
56,295758505,None,6,None,32.8,6.8,1,18.7,f,None,None,9,ЮВАО,р-н Печатники,Печатники,walk,3,8900000
57,282209329,None,2,None,42.52,None,1,None,f,None,None,57,ЗАО,р-н Филевский парк,Фили,walk,5,24463584
58,300313530,None,12,None,41.6,8.5,1,19.0,f,None,None,17,ВАО,р-н Косино-Ухтомский,Лухмановская,transport,5,8900000
149,301556311,None,2,None,35.0,9.7,1,12.7,f,None,None,37,ЮВАО,р-н Нижегородский,Нижегородская,walk,18,13645193
59,301268679,None,4,None,32.6,None,1,None,t,None,None,15,СВАО,р-н Останкинский,Алексеевская,walk,4,18288906
60,297263854,None,2,None,38.3,9.0,1,None,f,None,None,14,ЮЗАО,р-н Южное Бутово,Бутово,walk,5,9300000
61,301513625,None,6,None,30.7,None,1,None,f,None,None,22,СВАО,р-н Марьина роща,Савёловская,walk,13,16065003
62,299740960,None,15,None,34.6,10.0,1,19.2,f,None,None,17,ЮЗАО,р-н Ясенево,Новоясеневская,walk,17,9000000
63,300112863,None,4,None,51.2,6.0,1,40.2,t,None,None,6,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,10,55500800
64,299776431,None,12,None,38.7,8.6,1,21.0,f,None,None,12,ЮАО,р-н Орехово-Борисово Южное,Домодедовская,walk,12,9200000
93,280126887,None,8,None,23.9,None,1,None,f,None,None,25,САО,р-н Савеловский,Гражданская,walk,10,13133050
65,298147706,None,12,None,39.8,None,1,34.8,t,None,None,13,ЮАО,р-н Даниловский,Тульская,walk,8,25145601
66,299469625,None,8,None,38.0,8.0,1,19.0,f,None,None,17,ЮЗАО,р-н Северное Бутово,Бульвар Дмитрия Донского,walk,9,10000000
67,301551699,None,8,None,44.4,None,1,11.0,f,None,None,57,САО,р-н Левобережный,Беломорская,walk,16,18616920
68,298527999,None,3,None,38.7,8.5,1,20.9,f,None,None,9,ВАО,р-н Перово,Перово,walk,8,10500000
69,301581644,None,14,None,47.6,16.9,1,16.6,f,None,None,21,СЗАО,р-н Щукино,Щукинская,walk,11,25544778
70,301407636,None,21,None,38.5,10.0,1,20.0,f,None,1985,22,СЗАО,р-н Южное Тушино,Сходненская,transport,4,14999000
100,300725362,None,8,None,35.0,6.0,1,20.0,f,None,None,9,СЗАО,р-н Северное Тушино,Планерная,walk,9,10490000
71,297286565,None,12,None,48.6,None,1,None,t,None,None,13,ЦАО,р-н Арбат,Смоленская,walk,8,32610600
72,299722483,None,6,None,26.8,6.0,1,14.0,f,None,None,13,ЦАО,р-н Таганский,Пролетарская,walk,4,10300000
73,301772066,None,3,None,39.08,6.2,1,24.0,f,None,None,35,ЮЗАО,р-н Котловка,Профсоюзная,walk,17,20505276
74,301181308,0,2,None,31.4,6.0,1,19.0,t,None,2023,2,ЮВАО,р-н Текстильщики,Текстильщики,walk,13,9800000
75,299380453,None,24,None,41.62,None,1,None,f,None,None,75,ЮАО,р-н Донской,Площадь Гагарина,walk,9,21941564
76,295294075,1,6,None,35.2,9.7,1,20.1,f,None,None,12,ВАО,р-н Преображенское,Преображенская площадь,walk,13,10500000
1482,301133638,None,3,None,45.0,15.0,1,None,t,None,2017,48,СВАО,р-н Бутырский,Дмитровская,walk,12,20000000
1557,301277267,0,18,None,49.2,10.0,1,33.0,f,None,2011,21,ЗАО,р-н Тропарево-Никулино,Мичуринский проспект,walk,18,23990000
77,300613174,None,3,None,42.12,None,1,None,f,None,None,55,СВАО,р-н Марьина роща,Марьина Роща,walk,7,21551919
78,297902239,1,13,None,37.5,8.5,1,19.1,f,None,None,16,СВАО,р-н Бибирево,Бибирево,transport,5,10300000
79,298377746,1,24,None,42.45,7.4,1,12.5,t,None,None,26,ЦАО,р-н Пресненский,Белорусская,walk,10,36260790
80,301129606,None,1,None,17.9,4.0,1,8.9,f,None,None,5,ВАО,р-н Соколиная гора,Сортировочная,walk,12,9600000
81,299589652,None,2,None,43.5,18.5,1,None,f,None,None,24,ЗАО,р-н Очаково-Матвеевское,Озёрная,walk,19,17768630
82,299635004,1,16,None,37.8,8.0,1,20.0,f,None,None,17,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,9,8700000
83,301576108,None,25,None,24.1,None,1,None,f,None,None,27,СЗАО,р-н Щукино,Щукинская,transport,4,11206500
84,298065569,None,8,None,34.9,9.4,1,20.0,f,None,None,12,САО,р-н Дмитровский,Грачёвская,transport,3,9000000
85,301483020,None,11,None,52.4,None,1,None,f,None,None,18,ЗАО,р-н Дорогомилово,Москва-Сити,walk,19,55200190
86,298520114,None,9,None,39.0,8.6,1,20.9,f,None,None,12,ЮВАО,р-н Марьино,Курьяново,walk,13,9380000
1485,301551498,None,7,None,42.1,None,1,11.7,f,None,None,34,САО,р-н Левобережный,Беломорская,walk,16,20275360
1558,297511312,1,9,None,42.0,15.0,1,20.0,f,None,None,48,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,9,24200000
87,291114453,None,3,None,30.6,None,1,9.6,f,None,None,23,СВАО,р-н Ростокино,Ботанический сад,walk,11,17427800
88,297727983,None,25,None,46.3,10.0,1,20.6,f,None,None,25,САО,р-н Левобережный,Беломорская,walk,9,15500000
89,293623772,None,6,None,43.5,11.8,1,15.3,t,None,None,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,17182500
90,300889564,None,12,None,40.6,10.0,1,17.7,f,None,None,16,ЗАО,р-н Можайский,Давыдково,walk,9,18900000
91,301460119,None,6,None,24.5,None,1,None,f,None,None,26,ЮАО,р-н Даниловский,Павелецкая,walk,10,19028856
92,294451528,None,9,None,38.0,9.0,1,19.0,f,None,None,17,ЮЗАО,р-н Южное Бутово,Улица Скобелевская,walk,5,10500000
1562,299850010,None,7,None,47.18,15.3,1,13.4,f,None,None,12,ЗАО,м. Павшино,Павшино,transport,24,24491138
1661,296303052,None,3,None,62.7,27.4,1,None,f,None,None,8,ЦАО,р-н Мещанский,Тургеневская,walk,9,89465815
1914,299509241,None,24,None,57.4,15.6,2,28.0,f,None,None,24,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,11,39300000
94,300967755,0,2,None,28.7,5.2,1,17.4,t,None,2023,2,ЮВАО,р-н Текстильщики,Текстильщики,walk,13,9500000
95,301781616,None,10,None,39.84,None,1,12.0,f,None,None,25,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,22702148
96,294038293,1,11,None,43.5,10.0,1,25.5,f,None,None,24,ЮВАО,р-н Нижегородский,Нижегородская,walk,16,14100000
97,301514846,None,2,None,37.89,None,1,None,f,None,None,9,ЮАО,р-н Москворечье-Сабурово,Варшавская,walk,15,15711300
98,300071808,1,4,None,51.4,8.0,1,25.3,f,None,None,5,ЮВАО,р-н Рязанский,Плющево,walk,10,11800000
99,301301804,None,2,None,24.0,None,1,None,f,None,None,26,ВАО,р-н Соколиная гора,Соколиная гора,walk,14,9480000
150,298016388,0,1,None,29.8,None,1,None,t,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,6370000
101,300396949,None,37,None,36.91,None,1,11.8,f,None,None,49,СВАО,р-н Марьина роща,Марьина Роща,walk,17,17495340
102,299942586,None,18,None,42.0,15.0,1,18.0,f,None,None,21,ЗАО,р-н Очаково-Матвеевское,Озёрная,walk,11,15450000
103,300923065,None,2,None,28.3,None,1,None,f,None,None,15,САО,р-н Головинский,Коптево,walk,9,10541750
104,294258749,None,12,None,37.9,9.0,1,18.9,f,None,None,17,ЮАО,р-н Братеево,Борисово,walk,9,12000000
105,300481003,None,4,None,39.6,None,1,None,f,None,None,39,САО,р-н Западное Дегунино,Селигерская,walk,4,15509395
106,301508047,1,15,None,38.0,8.0,1,19.2,None,None,2000,17,ВАО,р-н Вешняки,Новогиреево,walk,19,11800000
107,299487421,None,2,None,38.4,14.3,1,13.5,f,None,None,29,САО,р-н Аэропорт,Красный Балтиец,walk,4,16698624
163,301275528,None,11,None,40.2,None,1,None,f,None,None,41,САО,р-н Хорошевский,Аэропорт,walk,12,33369885
181,292609319,None,3,None,32.9,9.9,1,12.5,f,None,None,13,НАО (Новомосковский),м. Прокшино,Прокшино,transport,6,9657426
108,301561988,1,8,None,81.0,20.0,1,44.0,f,None,None,12,ЦАО,р-н Хамовники,Спортивная,walk,6,98000000
109,301557176,None,4,None,34.9,10.2,1,15.5,f,None,None,32,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,12,23689579
110,301165914,0,7,None,49.0,15.0,1,None,None,None,2012,24,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,12,23000000
111,301650868,0,13,None,35.4,13.6,1,12.2,None,None,None,15,ЮАО,р-н Даниловский,ЗИЛ,walk,17,17599000
112,301805829,None,2,None,40.02,14.5,1,13.9,f,None,None,13,ЮВАО,р-н Южнопортовый,Дубровка,walk,15,22691340
113,301601248,None,16,None,47.6,15.0,1,20.0,None,None,2022,39,ЗАО,р-н Раменки,Аминьевская,walk,2,25000000
114,296871849,None,3,None,30.3,None,1,None,f,None,None,14,ЮВАО,р-н Рязанский,Окская,walk,10,10899637
1564,297360896,None,32,None,45.5,15.5,1,18.5,f,None,None,44,СЗАО,р-н Хорошево-Мневники,Шелепиха,transport,4,24500000
1663,296303101,None,2,None,74.0,31.9,1,None,f,None,None,7,ЦАО,р-н Мещанский,Тургеневская,walk,9,95238000
115,297062106,None,2,None,34.1,9.4,1,17.4,f,None,1965,9,ЦАО,р-н Красносельский,Сухаревская,walk,6,20990000
116,301706812,1,9,None,32.6,11.5,1,11.7,f,None,None,64,СЗАО,р-н Хорошево-Мневники,Хорошёвская,transport,5,13437867
117,298620907,0,11,None,44.9,10.5,1,19.2,None,None,2000,16,ЦАО,р-н Басманный,Электрозаводская,walk,14,16990000
118,299370745,None,2,None,39.0,13.5,1,12.5,t,None,None,6,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,16,19500000
119,301504109,0,9,None,41.0,13.1,1,19.6,None,None,None,9,НАО (Новомосковский),м. Румянцево,Румянцево,walk,17,12900000
120,297843823,None,13,None,37.8,12.7,1,11.4,f,None,None,14,НАО (Новомосковский),м. Кедровая,Кедровая,walk,13,10001880
126,300937282,None,7,None,48.3,22.8,1,20.5,f,None,None,8,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,14,35114100
121,300099173,None,3,None,37.5,4.0,1,28.5,t,None,2020,15,САО,р-н Аэропорт,Динамо,walk,8,30000000
122,299381166,None,8,None,25.7,5.9,1,12.3,f,None,None,17,НАО (Новомосковский),м. Корниловская,Корниловская,transport,8,7766495
123,299499349,0,5,None,48.4,15.5,1,15.8,None,None,2024,21,СЗАО,р-н Щукино,Щукинская,walk,11,22800000
124,298871390,None,2,None,33.9,None,1,11.3,f,None,None,48,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,4,13509421
125,301775124,None,8,None,41.0,None,1,None,f,None,2021,41,САО,р-н Хорошевский,Аэропорт,walk,12,34000000
127,301644825,0,11,None,36.7,14.6,1,12.0,None,None,None,15,ЮАО,р-н Даниловский,ЗИЛ,walk,20,17499000
128,300488507,0,6,None,36.0,None,1,None,f,None,1976,9,СВАО,р-н Отрадное,Отрадное,walk,14,12500000
1579,276155303,None,3,None,39.51,None,1,None,f,None,None,57,ЗАО,р-н Филевский парк,Фили,walk,5,26082092
1664,296303057,None,2,None,68.6,31.5,1,None,f,None,None,8,ЦАО,р-н Мещанский,Тургеневская,walk,9,96505794
129,298334392,None,6,None,40.5,10.8,1,16.5,f,None,None,15,ЗАО,р-н Раменки,Раменки,walk,9,23981169
130,299925097,None,8,None,56.1,15.0,1,None,f,None,2015,16,ЦАО,р-н Таганский,Пролетарская,walk,9,28000000
131,301565203,None,8,None,28.7,10.0,1,12.2,t,None,None,13,ЮВАО,р-н Печатники,Кожуховская,walk,14,10560107
132,301782648,None,10,None,65.0,5.0,1,42.0,f,None,2023,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,9,67000000
133,300575203,1,7,None,37.5,16.3,1,13.2,t,None,None,29,ЮВАО,р-н Южнопортовый,Волгоградский проспект,walk,17,13072251
134,298016918,None,3,None,30.3,None,1,None,t,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,6825000
1582,301557214,None,2,None,32.4,10.1,1,14.1,f,None,None,32,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,12,26380959
1824,298554253,None,5,None,41.1,13.6,1,13.2,f,None,None,23,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,12,7996222
136,297368415,None,30,None,43.8,21.7,1,12.2,None,None,2023,32,СВАО,р-н Бутырский,Бутырская,walk,7,16950000
137,300560437,None,8,None,69.3,None,1,None,t,None,None,17,ЗАО,р-н Филевский парк,Филёвский парк,walk,12,38918880
138,294926126,None,4,None,26.8,None,1,None,t,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,6182125
139,298496731,None,14,None,29.0,13.2,1,8.4,f,None,None,19,СЗАО,р-н Щукино,Октябрьское поле,walk,20,19459000
140,296746930,None,1,None,34.9,None,1,None,t,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,6854250
141,299250693,None,11,None,30.1,11.5,1,10.5,t,None,None,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,12341000
1589,301173856,None,2,None,42.5,4.1,1,28.5,f,None,None,46,ЗАО,р-н Дорогомилово,Фили,walk,7,26738605
1727,301517013,None,2,None,25.3,None,1,None,f,None,None,23,СЗАО,р-н Куркино,Химки,transport,7,7039472
143,293200764,None,6,None,33.9,11.7,1,10.0,f,None,None,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,11048000
144,299789518,0,6,None,26.9,None,1,None,t,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,6507900
145,289877836,None,47,None,30.08,None,1,11.6,f,None,None,51,ЦАО,р-н Пресненский,Шелепиха,walk,7,18767513
146,301361857,0,5,None,29.5,None,1,None,t,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,6688500
147,301557021,None,11,None,33.9,12.1,1,14.5,f,None,None,31,САО,р-н Западное Дегунино,Селигерская,walk,13,14514005
148,298016618,1,4,None,36.1,None,1,None,f,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9120000
1590,298516165,None,2,None,55.93,19.3,1,15.3,f,None,None,12,ЗАО,м. Павшино,Павшино,transport,24,26712168
1733,295067417,None,4,None,33.9,9.9,1,12.9,f,None,None,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,7249481
1825,301197119,None,2,None,26.7,5.6,1,11.3,f,None,None,12,НАО (Новомосковский),м. Саларьево,Саларьево,transport,3,7914937
151,295831754,None,2,None,41.84,None,1,10.9,f,None,None,48,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,9,13578463
152,296746996,1,9,None,35.1,None,1,None,t,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,7220000
153,298001363,None,18,None,35.58,16.7,1,11.7,t,None,None,21,САО,р-н Хорошевский,Полежаевская,transport,2,15904625
154,294228710,None,8,None,37.0,None,1,None,f,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9215000
155,296222966,None,16,None,48.6,17.8,1,None,f,None,None,22,СВАО,р-н Останкинский,ВДНХ,walk,10,27343186
156,294226529,1,5,None,36.1,None,1,None,f,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9120000
1591,300643170,1,11,None,51.0,25.1,1,11.4,f,None,2021,20,ВАО,р-н Сокольники,Сокольники,walk,9,27038015
1734,301534628,None,6,None,36.6,11.3,1,14.0,f,None,None,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,7211428
157,301447654,None,2,None,38.19,15.2,1,None,t,None,None,10,ЮАО,р-н Даниловский,Тульская,walk,15,15805008
158,301520908,None,3,None,62.0,20.0,1,20.0,f,None,None,14,ЦАО,р-н Замоскворечье,Серпуховская,walk,10,63000000
159,301449010,None,20,None,25.4,None,1,19.1,f,None,None,26,СВАО,р-н Останкинский,ВДНХ,walk,18,13208000
160,296747241,1,4,None,36.0,None,1,None,f,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9120000
161,298891702,None,2,None,35.7,None,1,12.6,f,None,None,17,НАО (Новомосковский),м. Мичуринец,Мичуринец,walk,12,9755689
162,294926973,None,7,None,36.9,None,1,None,f,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9215000
164,298882717,1,9,None,36.5,None,1,None,f,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9215000
165,301563956,None,7,None,43.8,11.2,1,22.1,f,None,None,12,НАО (Новомосковский),м. Аэропорт Внуково,Аэропорт Внуково,transport,17,10218540
166,297465291,1,7,None,36.3,None,1,None,f,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9215000
167,296534525,None,4,None,20.9,8.2,1,6.3,f,None,None,17,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,8,7590237
168,295766589,1,9,None,35.9,None,1,None,f,None,1980,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9072500
169,300674133,None,4,None,36.1,9.8,1,16.8,f,None,None,17,ЦАО,р-н Басманный,Электрозаводская,walk,16,21316727
170,299486441,1,6,None,41.15,8.6,1,20.9,f,None,1985,12,ЮАО,р-н Нагатинский затон,Кленовый бульвар,walk,10,13400000
171,291999825,None,9,None,33.2,9.8,1,12.1,f,None,None,30,ЮЗАО,р-н Южное Бутово,Бунинская аллея,walk,18,9971764
172,299055856,None,2,None,33.6,6.8,1,19.0,f,None,None,9,ЦАО,р-н Мещанский,Рижская,walk,6,15500000
223,296921126,None,2,None,51.1,21.8,1,10.7,f,None,None,20,ЗАО,р-н Филевский парк,Народное Ополчение,transport,3,25790527
3859,300753559,0,10,None,91.4,21.0,3,46.5,None,None,None,25,ЮВАО,р-н Люблино,Депо,walk,12,21400000
173,301405688,None,23,None,33.6,9.8,1,15.9,f,None,None,26,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,15,21066679
174,299093726,1,4,None,39.9,7.5,1,19.0,f,None,1948,4,СЗАО,р-н Южное Тушино,Трикотажная,walk,19,11700000
175,296804819,1,5,None,32.5,10.4,1,12.0,f,None,None,13,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,8749863
176,301408225,0,22,None,42.7,11.4,1,26.8,f,None,2018,24,ЮАО,р-н Даниловский,ЗИЛ,walk,4,19500000
177,301554369,None,2,None,30.6,10.6,1,12.7,f,None,None,12,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,16336845
178,299397912,None,12,None,38.5,10.0,1,15.0,f,None,2022,16,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,7,11900000
179,301688418,None,3,None,32.92,10.9,1,11.5,f,None,None,28,ЮВАО,р-н Нижегородский,Нижегородская,walk,12,11496421
180,300812067,0,8,None,36.2,8.0,1,22.0,None,None,1968,17,ЦАО,р-н Тверской,Маяковская,walk,6,27000000
