,floor_num,total_area,kitchen_area,rooms_count,living_area,is_apartments,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
4527,7,36.9,,1.0,,f,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9215000
4528,10,52.0,10.0,2.0,35.0,,17,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,10,10899990
4529,11,125.07,24.2,4.0,55.7,f,27,СВАО,р-н Марфино,Телецентр,walk,11,72320000
4530,8,20.6,,,10.0,f,18,НАО (Новомосковский),м. Тёплый Стан,Тёплый Стан,transport,8,7659245
4531,2,35.0,6.0,1.0,18.0,,39,САО,р-н Западное Дегунино,Селигерская,walk,11,14400000
4532,28,37.9,8.7,1.0,15.4,f,44,СЗАО,р-н Покровское-Стрешнево,Трикотажная,transport,5,14300000
4533,24,143.29,,4.0,89.1,f,24,ЗАО,р-н Фили-Давыдково,Кунцевская,walk,10,64817232
4534,3,72.4,16.0,3.0,40.0,f,23,СВАО,р-н Ярославский,Ростокино,walk,15,27500000
4535,37,97.2,7.3,3.0,69.0,f,41,САО,р-н Хорошевский,Аэропорт,walk,13,72500000
4536,16,36.1,16.6,1.0,9.7,f,30,ЮЗАО,р-н Южное Бутово,Улица Горчакова,walk,15,10674102
4537,43,110.8,6.0,4.0,72.0,f,56,ЗАО,р-н Раменки,Минская,walk,19,43776822
4538,4,200.0,,5.0,,,10,ЦАО,р-н Тверской,Новослободская,walk,8,180000000
4539,2,42.7,9.5,1.0,11.9,f,19,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,22191190
4540,2,29.2,,,,f,37,САО,р-н Беговой,Белорусская,walk,8,22450259
4541,4,50.0,13.0,2.0,32.0,f,8,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,14,37000000
4542,1,74.3,10.0,3.0,45.2,,17,ЮАО,р-н Царицыно,Кантемировская,walk,5,14500000
4543,4,130.0,,4.0,,,9,ЦАО,р-н Хамовники,Киевская,walk,12,175000000
4544,3,35.8,11.2,1.0,11.9,f,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,11691800
4545,16,42.0,10.0,1.0,18.0,,21,САО,р-н Хорошевский,Хорошёвская,walk,8,29900000
4546,9,27.8,,,,f,14,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,13,5500000
4547,2,44.6,,1.0,,f,9,ТАО (Троицкий),м. Рассказовка,Рассказовка,transport,21,6779200
4548,6,156.5,22.0,4.0,99.0,,7,ЦАО,р-н Хамовники,Боровицкая,walk,4,110000000
4549,14,73.3,14.3,3.0,35.8,f,14,НАО (Новомосковский),м. Кедровая,Кедровая,walk,13,17042250
4550,2,42.3,5.0,2.0,31.0,f,8,САО,р-н Аэропорт,Сокол,walk,2,19990000
4551,4,110.0,7.0,3.0,52.0,f,6,ЮЗАО,р-н Академический,Профсоюзная,walk,14,63000000
4552,15,178.0,15.0,4.0,105.0,f,21,ЦАО,р-н Пресненский,Баррикадная,walk,15,140000000
4553,10,170.0,8.0,6.0,118.0,f,14,ЗАО,р-н Раменки,Минская,transport,5,120000000
4554,14,152.0,35.0,5.0,62.0,,20,САО,р-н Левобережный,Речной вокзал,transport,6,72000000
4555,7,443.8,,6.0,237.5,f,7,ЦАО,р-н Хамовники,Киевская,walk,14,910893087
4556,15,34.6,10.0,1.0,19.2,f,17,ЮЗАО,р-н Ясенево,Новоясеневская,walk,17,9000000
4557,4,120.1,14.0,4.0,,f,7,ЦАО,р-н Пресненский,Тверская,walk,5,127000000
4558,2,28.2,,,,t,2,ЮВАО,р-н Нижегородский,Авиамоторная,walk,16,8500000
4559,11,38.5,8.5,1.0,19.3,,14,ЮВАО,р-н Марьино,Братиславская,walk,10,11600000
4560,3,296.8,,4.0,,f,8,ЦАО,р-н Таганский,Китай-город,walk,14,458259200
4561,5,69.3,5.1,3.0,34.2,f,31,ВАО,р-н Метрогородок,Бульвар Рокоссовского,transport,7,20380000
4562,4,55.0,11.0,2.0,,,22,ЦАО,р-н Якиманка,Октябрьская,walk,11,41500000
4563,6,54.3,,1.0,14.1,t,21,САО,р-н Беговой,Белорусская,walk,7,30579999
4564,17,123.8,22.7,4.0,,t,19,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,14,104000000
4565,41,143.2,,5.0,,,47,ЮЗАО,р-н Обручевский,Калужская,walk,12,59990000
4566,5,33.0,9.0,1.0,18.0,f,14,СВАО,р-н Алексеевский,ВДНХ,walk,9,11999000
4567,8,37.0,,1.0,,f,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9215000
4568,5,584.0,20.0,6.0,,f,5,ЦАО,р-н Хамовники,Парк Культуры,walk,8,1331446549
4569,9,35.9,,1.0,,f,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9072500
4570,3,65.92,,3.0,33.5,t,21,САО,р-н Хорошевский,Полежаевская,transport,2,26908020
4571,6,41.3,2.7,2.0,33.6,t,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,17065160
4572,3,35.9,,1.0,,f,5,ЦАО,р-н Таганский,Пролетарская,walk,8,15500000
4573,8,137.0,13.0,5.0,75.0,,14,ЗАО,р-н Раменки,Минская,transport,5,102000000
4574,2,136.7,34.0,5.0,50.9,f,15,НАО (Новомосковский),м. Прокшино,Прокшино,walk,10,30373121
4575,9,128.0,17.8,5.0,75.2,,23,ЮВАО,р-н Южнопортовый,Волгоградский проспект,walk,11,49900000
4576,28,19.8,5.0,,9.8,f,33,ВАО,р-н Гольяново,Черкизовская,walk,5,9628502
4577,7,54.0,8.0,2.0,31.0,f,7,СВАО,р-н Бутырский,Бутырская,walk,6,16800000
4578,28,37.5,,1.0,22.8,t,30,ЮЗАО,р-н Черемушки,Воронцовская,walk,8,11878125
4579,17,48.4,,2.0,27.2,f,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,6,22641520
4580,9,21.0,5.1,,8.5,f,15,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,9,7015047
4581,16,269.0,30.0,6.0,186.0,f,17,ЗАО,р-н Филевский парк,Филёвский парк,walk,9,85000000
4582,20,21.9,,,,f,22,ЮАО,р-н Нагатино-Садовники,Нагатинская,transport,3,9827449
4583,3,43.2,15.0,2.0,,t,25,ЗАО,р-н Филевский парк,Фили,walk,14,18500000
4584,16,123.9,8.0,3.0,79.0,,32,ЮЗАО,р-н Черемушки,Зюзино,walk,13,49800000
4585,2,30.45,,1.0,,t,14,ЗАО,р-н Дорогомилово,Киевская,walk,8,29201550
4586,2,55.1,7.7,2.0,35.2,f,8,ЮЗАО,р-н Академический,Ленинский проспект,walk,9,18000000
4587,15,36.7,,1.0,,t,15,СВАО,р-н Останкинский,Алексеевская,walk,4,24802781
4588,5,123.1,51.8,2.0,33.6,f,14,ЦАО,р-н Якиманка,Полянка,transport,2,325310000
4589,21,20.2,,,,f,33,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,5,10092828
4590,4,233.0,18.6,4.0,150.0,f,7,ЦАО,р-н Хамовники,Кропоткинская,walk,10,380000000
4591,18,41.4,2.0,2.0,30.1,t,23,СВАО,р-н Отрадное,Владыкино,walk,5,13318245
4592,1,38.9,8.0,1.0,15.0,,12,СВАО,р-н Бабушкинский,Бабушкинская,walk,1,11000000
4593,5,20.9,5.7,,7.1,f,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6149198
4594,6,159.7,31.4,5.0,76.2,f,27,ЮАО,р-н Даниловский,Технопарк,transport,2,72732291
4595,31,115.2,14.0,5.0,,,33,ЮЗАО,р-н Южное Бутово,Улица Скобелевская,walk,10,33500000
4596,62,320.0,30.0,6.0,180.0,t,73,ЦАО,р-н Пресненский,Деловой центр,walk,2,284654089
4597,2,67.7,16.9,4.0,32.6,f,21,НАО (Новомосковский),м. Улица Горчакова,Улица Горчакова,transport,12,15125060
4598,8,22.1,6.0,,,t,16,ЮВАО,р-н Нижегородский,Калитники,walk,11,6590000
4599,6,54.3,,1.0,14.1,t,21,САО,р-н Беговой,Белорусская,walk,7,30579999
4600,8,190.68,,5.0,,f,9,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,295554000
4601,3,26.0,3.6,,16.9,,15,НАО (Новомосковский),м. Силикатная,Силикатная,transport,6,6300000
4602,7,192.0,28.5,4.0,122.1,f,8,ЦАО,р-н Якиманка,Полянка,walk,3,130000000
4603,10,74.0,10.1,3.0,50.5,,17,ЗАО,р-н Крылатское,Крылатское,walk,3,28500000
4604,6,40.3,16.4,1.0,15.0,f,6,ЮАО,р-н Нагатинский затон,Технопарк,walk,6,25238132
4605,5,124.0,22.0,3.0,70.0,f,6,ЦАО,р-н Тверской,Пушкинская,walk,7,67490000
4606,17,21.9,5.0,,8.1,f,30,ЮЗАО,р-н Южное Бутово,Бунинская аллея,walk,15,8607587
4607,4,211.0,,5.0,,f,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,211130000
4608,10,50.7,10.1,2.0,24.5,f,29,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,22800000
4609,9,44.2,5.0,2.0,,,9,САО,р-н Головинский,Речной вокзал,walk,10,14900000
4610,4,39.09,,1.0,,f,9,ЮАО,р-н Москворечье-Сабурово,Варшавская,walk,15,16663781
4611,6,340.5,30.0,6.0,,f,7,ЦАО,р-н Хамовники,Кропоткинская,walk,3,415000000
4612,10,266.7,41.0,6.0,,f,16,ЦАО,р-н Хамовники,Смоленская,walk,10,194000000
4613,8,56.1,15.0,1.0,,f,16,ЦАО,р-н Таганский,Пролетарская,walk,9,28000000
4614,3,125.4,24.3,5.0,62.8,f,25,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,12,37500000
4615,2,26.61,4.0,,13.3,t,23,НАО (Новомосковский),м. Румянцево,Румянцево,walk,19,7386090
4616,22,161.0,49.9,6.0,,,28,ЦАО,р-н Красносельский,Площадь трёх вокзалов,walk,4,104000000
4617,2,62.8,,2.0,,f,39,САО,р-н Западное Дегунино,Селигерская,walk,4,22439606
4618,17,350.0,26.0,5.0,240.0,f,17,ЦАО,р-н Тверской,Новослободская,walk,2,150000000
4619,16,58.9,21.9,1.0,,f,22,СВАО,р-н Останкинский,ВДНХ,walk,10,29365361
4620,22,63.0,8.0,3.0,33.0,,22,СВАО,р-н Ярославский,ВДНХ,transport,6,24200000
4621,7,128.0,20.0,5.0,83.0,,14,ЗАО,р-н Раменки,Минская,transport,5,87988700
4622,15,196.0,20.0,5.0,150.0,f,21,ЗАО,р-н Раменки,Ломоносовский проспект,walk,16,85000000
4623,5,29.5,,1.0,,t,9,ЮВАО,р-н Люблино,Братиславская,walk,12,6688500
4624,35,350.0,28.0,5.0,250.0,,48,ЮЗАО,р-н Обручевский,Новаторская,walk,20,110000000
4625,37,78.0,15.0,1.0,50.0,t,79,ЦАО,р-н Пресненский,Москва-Сити,walk,2,85000000
4626,25,68.2,15.0,2.0,,,33,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,8,36000000
4627,7,76.0,10.5,3.0,45.0,f,17,ТАО (Троицкий),м. Крёкшино,Крёкшино,transport,24,13000000
4628,15,32.71,,2.0,21.2,t,25,ВАО,р-н Соколиная гора,Измайлово,walk,9,12108104
4629,7,194.0,,5.0,,f,14,ЗАО,р-н Раменки,Ломоносовский проспект,transport,3,240900000
4630,22,145.0,33.2,5.0,62.1,,22,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,3,63000000
4631,28,37.9,8.7,1.0,15.4,f,44,СЗАО,р-н Покровское-Стрешнево,Трикотажная,transport,5,14300000
4632,16,40.8,13.1,1.0,,f,32,ЮВАО,р-н Рязанский,Стахановская,walk,4,13984200
4633,7,30.0,5.3,,13.1,f,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,10205966
4634,7,166.0,25.0,4.0,124.0,t,25,САО,р-н Аэропорт,Динамо,walk,10,76500000
4635,3,211.5,12.0,5.0,128.0,,4,ЗАО,р-н Крылатское,Молодёжная,transport,6,105000000
4636,5,53.3,8.7,2.0,30.7,,12,СВАО,р-н Лианозово,Алтуфьево,walk,11,14200000
4637,9,63.0,,2.0,,t,32,ЗАО,р-н Дорогомилово,Поклонная,walk,14,52000000
4638,9,23.8,4.0,,14.8,,18,НАО (Новомосковский),м. Прокшино,Прокшино,walk,12,7900000
4639,3,94.9,23.1,5.0,46.0,f,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,14544326
4640,1,33.1,5.6,,16.3,f,22,НАО (Новомосковский),м. Саларьево,Саларьево,transport,3,9605546
4641,7,113.7,23.7,4.0,63.4,f,14,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,12,53127944
4642,8,25.6,6.4,,12.5,f,33,ЮВАО,р-н Люблино,Братиславская,transport,4,8228864
4643,7,173.0,,4.0,,f,16,ЮЗАО,р-н Обручевский,Новые Черёмушки,walk,12,59000000
4644,4,62.1,16.0,2.0,38.0,,7,НАО (Новомосковский),м. Санино,Санино,walk,10,13000000
4645,1,280.0,25.0,6.0,250.0,,26,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,20,154500000
4646,7,39.7,10.0,,18.7,t,19,ЦАО,р-н Красносельский,Красные ворота,walk,7,30370500
4647,17,76.63,,2.0,,f,75,ЮАО,р-н Донской,Площадь Гагарина,walk,9,37458276
4648,1,74.13,7.0,2.0,,f,11,ЗАО,р-н Дорогомилово,Парк Победы,walk,8,100000000
4649,8,208.0,15.0,6.0,135.0,f,14,ЦАО,р-н Пресненский,Улица 1905 года,walk,5,218000000
4650,10,39.1,8.6,1.0,21.0,f,12,СВАО,р-н Отрадное,Отрадное,walk,20,11300000
4651,3,21.8,5.1,,11.1,f,17,НАО (Новомосковский),м. Саларьево,Саларьево,walk,13,8358120
4652,13,21.7,,,,f,33,ЮАО,р-н Чертаново Южное,Красный Строитель,walk,11,9072631
4653,4,206.5,35.0,6.0,150.0,,8,ЦАО,р-н Красносельский,Тургеневская,walk,2,89990000
4654,7,129.0,8.0,5.0,93.0,f,8,ЦАО,р-н Тверской,Маяковская,walk,6,89000000
4655,17,127.9,,4.0,58.0,f,23,СВАО,р-н Ростокино,Ботанический сад,walk,10,66068500
4656,40,29.14,,1.0,9.0,f,54,САО,р-н Савеловский,Дмитровская,walk,6,17858691
4657,8,39.7,9.0,1.0,17.8,f,9,ВАО,р-н Перово,Перово,walk,17,10760000
4658,2,186.0,16.0,3.0,,f,7,ЦАО,р-н Хамовники,Кропоткинская,walk,10,186000000
4659,14,211.96,,5.0,,t,20,ЦАО,р-н Пресненский,Краснопресненская,walk,4,234564474
4660,5,162.3,20.0,4.0,,f,12,ЦАО,р-н Тверской,Маяковская,walk,3,120000000
4661,4,33.0,6.0,1.0,20.0,,5,ЮЗАО,р-н Академический,Академическая,walk,7,12000000
4662,15,23.8,5.3,,11.3,f,16,НАО (Новомосковский),м. Прокшино,Прокшино,walk,19,9733774
4663,19,36.0,12.0,1.0,11.0,f,32,ЮАО,р-н Царицыно,Каширская,transport,4,12448080
4664,25,38.3,,1.0,,f,39,ЮАО,р-н Даниловский,Павелецкая,walk,10,30190932
4665,11,50.7,17.6,1.0,18.2,f,21,СЗАО,р-н Щукино,Щукинская,walk,12,27874860
4666,6,137.0,,4.0,,f,12,ЗАО,р-н Раменки,Минская,transport,5,92000000
4667,45,43.1,,1.0,,f,52,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,9,25450000
4668,18,310.0,29.0,6.0,237.0,f,32,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,18,140000000
4669,33,121.9,,4.0,,f,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,7,51900000
4670,3,195.1,12.5,5.0,123.3,f,6,ЦАО,р-н Басманный,Чистые пруды,walk,6,155000000
4671,2,78.0,15.0,3.0,45.0,,11,СВАО,р-н Останкинский,Алексеевская,walk,10,27000000
4672,13,46.9,,1.0,,t,13,ЦАО,р-н Арбат,Смоленская,walk,8,31727850
4673,24,42.0,11.0,1.0,20.0,f,24,ЮЗАО,р-н Северное Бутово,Бульвар Дмитрия Донского,walk,14,12200000
4674,22,80.34,19.0,3.0,50.0,,33,ЦАО,р-н Пресненский,Шелепиха,walk,2,32500000
4675,3,150.0,16.0,3.0,103.0,,13,ЦАО,р-н Пресненский,Баррикадная,walk,9,130000000
4676,7,92.0,11.0,3.0,50.0,f,22,ЮАО,р-н Бирюлево Восточное,Царицыно,transport,6,18890000
4677,16,36.9,13.0,1.0,11.6,,29,ЮВАО,р-н Печатники,Печатники,walk,12,16699000
4678,1,600.0,,6.0,,f,4,СЗАО,р-н Покровское-Стрешнево,Стрешнево,transport,8,349000000
4679,33,187.0,30.0,5.0,150.0,f,41,ЗАО,р-н Раменки,Кутузовская,walk,19,105000000
4680,20,59.1,,2.0,22.0,f,27,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,6,21640850
4681,2,19.9,,,,f,33,ЮАО,р-н Нагатино-Садовники,Нагатинская,transport,5,9339507
4682,22,17.2,,,9.2,f,32,ЮВАО,р-н Печатники,Кожуховская,walk,6,8700000
4683,2,74.41,30.4,3.0,27.4,f,16,ВАО,р-н Преображенское,Преображенская площадь,walk,7,30845885
4684,6,88.2,8.0,4.0,65.9,f,6,ЦАО,р-н Хамовники,Фрунзенская,walk,10,34400000
4685,29,137.9,6.3,5.0,56.8,f,43,СЗАО,р-н Хорошево-Мневники,Звенигородская,walk,6,101869488
4686,2,46.0,,2.0,38.0,t,21,САО,р-н Хорошевский,Зорге,walk,10,23500000
4687,3,37.2,,,,t,4,ВАО,р-н Соколиная гора,Измайлово,walk,10,10000000
4688,5,180.0,25.0,4.0,126.0,,7,ЦАО,р-н Хамовники,Киевская,walk,11,330000000
4689,10,43.4,15.0,1.0,,,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,7,11888000
4690,8,26.7,5.3,,14.1,,14,НАО (Новомосковский),м. Ольховая,Ольховая,transport,15,6400000
4691,2,35.8,6.3,,20.4,t,23,СВАО,р-н Отрадное,Владыкино,walk,3,8490435
4692,2,208.0,,6.0,,f,14,ЗАО,р-н Раменки,Минская,transport,5,128900000
4693,1,330.0,16.0,6.0,150.0,f,3,ЗАО,р-н Очаково-Матвеевское,Давыдково,walk,16,150000000
4694,7,129.4,,3.0,,f,11,ЦАО,р-н Пресненский,Белорусская,walk,10,144320000
4695,7,19.65,,,7.6,f,25,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,14043555
4696,2,152.2,,3.0,,,8,ЦАО,р-н Хамовники,Спортивная,walk,6,155000000
4697,11,36.8,9.7,1.0,19.3,f,16,ЦАО,р-н Таганский,Площадь Ильича,walk,7,14899000
4698,5,69.74,15.5,3.0,,t,15,ЮАО,р-н Даниловский,Тульская,walk,15,26904506
4699,18,42.9,15.9,1.0,13.4,f,29,САО,р-н Аэропорт,Красный Балтиец,walk,4,21870420
4700,5,95.6,6.4,3.0,59.3,f,7,ЦАО,р-н Пресненский,Улица 1905 года,walk,14,82230000
4701,17,152.4,,4.0,93.2,f,18,ЗАО,р-н Дорогомилово,Москва-Сити,walk,19,162520646
4702,6,168.82,8.5,4.0,,f,7,ЦАО,р-н Замоскворечье,Третьяковская,walk,3,675280000
4703,17,87.3,,4.0,60.7,f,34,ЮАО,р-н Нагорный,Нагорная,walk,8,32257350
4704,7,20.99,,,,f,25,ЮВАО,р-н Люблино,Перерва,walk,16,5711379
4705,20,223.0,18.0,6.0,205.0,f,20,ЮЗАО,р-н Ломоносовский,Университет,walk,19,85300000
4706,8,29.2,5.0,1.0,14.3,f,16,СЗАО,р-н Хорошево-Мневники,Мнёвники,walk,18,15180000
4707,2,160.8,12.0,5.0,,f,5,ЦАО,р-н Пресненский,Пушкинская,walk,9,211194969
4708,15,23.8,,,,f,33,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,5,9823251
4709,3,89.5,12.0,4.0,50.0,,42,ЗАО,р-н Филевский парк,Фили,walk,6,52000000
4710,3,58.54,22.5,2.0,31.0,,15,ЦАО,р-н Пресненский,Улица 1905 года,walk,7,61000000
4711,2,451.0,15.2,6.0,188.3,f,6,СЗАО,р-н Покровское-Стрешнево,Стрешнево,transport,6,180000000
4712,11,333.7,20.0,6.0,204.0,,11,ЦАО,р-н Хамовники,Парк Культуры,walk,12,615220129
4713,19,107.3,5.7,4.0,70.9,f,52,ЗАО,р-н Раменки,Раменки,walk,19,44325063
4714,10,150.0,,4.0,,f,18,ЗАО,р-н Дорогомилово,Москва-Сити,walk,16,150000000
4715,15,23.0,5.3,,8.7,f,18,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,7073092
4716,4,46.0,6.0,2.0,30.0,,12,САО,р-н Савеловский,Савёловская,walk,12,17200000
4717,3,103.0,10.0,3.0,60.0,,7,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,16,140000000
4718,13,273.0,27.0,6.0,220.0,t,13,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,343421385
4719,4,36.0,10.0,1.0,,f,22,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,4,11400000
4720,43,162.2,7.0,5.0,68.9,f,43,СЗАО,р-н Хорошево-Мневники,Звенигородская,walk,6,98069364
4721,8,73.1,13.8,3.0,41.2,f,25,ВАО,р-н Метрогородок,Бульвар Рокоссовского,walk,12,21930000
4722,5,30.0,4.5,,17.3,f,19,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,10,7772460
4723,13,19.6,5.1,,14.5,,17,ЮЗАО,р-н Южное Бутово,Бульвар Дмитрия Донского,transport,10,6300000
4724,5,66.2,10.0,2.0,,t,7,ЦАО,р-н Арбат,Арбатская,walk,6,77826250
4725,6,271.7,25.0,5.0,220.0,,7,ЦАО,р-н Хамовники,Смоленская,walk,8,294000000
4726,18,602.8,40.0,6.0,510.0,f,20,ЦАО,р-н Якиманка,Октябрьская,walk,9,550943399
4727,8,83.5,11.0,3.0,46.7,f,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,22745000
4728,11,71.1,18.3,3.0,,f,32,ЮВАО,р-н Рязанский,Стахановская,walk,6,20883065
4729,9,23.54,3.3,,13.3,f,23,САО,р-н Западное Дегунино,Селигерская,walk,8,9934091
4730,5,33.3,6.9,1.0,,f,8,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,8,9587070
4731,8,180.7,,4.0,,f,8,ЦАО,р-н Арбат,Смоленская,walk,9,266294737
4732,5,131.0,11.2,6.0,88.4,,7,ЮВАО,р-н Южнопортовый,Дубровка,walk,11,35000000
4733,22,65.7,16.2,3.0,43.2,t,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,27548010
4734,6,410.1,40.4,5.0,,,18,ЮЗАО,р-н Ломоносовский,Профсоюзная,walk,12,174000000
4735,2,74.0,8.5,3.0,52.0,f,5,ЮЗАО,р-н Котловка,Нагорная,walk,10,21000000
4736,30,84.6,31.3,4.0,34.7,f,30,САО,р-н Западное Дегунино,Селигерская,walk,11,34040319
4737,11,212.0,,4.0,,f,24,ЦАО,р-н Пресненский,Улица 1905 года,walk,17,107500000
4738,7,28.7,3.7,,19.0,f,23,ЮАО,р-н Чертаново Центральное,Пражская,transport,6,10659868
4739,3,235.0,,5.0,,f,9,ЦАО,р-н Хамовники,Парк Культуры,walk,10,377000000
4740,7,40.0,12.0,1.0,20.0,f,28,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,5,18400000
4741,9,33.5,9.1,1.0,11.6,f,16,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,14,7409731
4742,5,304.1,,5.0,,t,7,ЦАО,р-н Якиманка,Новокузнецкая,walk,11,526775535
4743,2,162.0,15.0,4.0,,f,7,ЦАО,р-н Арбат,Арбатская,walk,9,265500000
4744,9,165.9,22.0,4.0,110.0,,18,ЦАО,р-н Пресненский,Улица 1905 года,walk,11,179056604
4745,25,216.3,,5.0,,t,25,СЗАО,р-н Покровское-Стрешнево,Трикотажная,transport,4,72000000
4746,3,31.47,,,10.9,t,26,ЦАО,р-н Пресненский,Белорусская,walk,10,27781716
4747,16,56.0,9.0,2.0,30.0,,22,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,14,18250000
4748,11,64.6,9.2,3.0,44.2,,12,ЮАО,р-н Нагорный,Нагорная,walk,12,17900000
4749,8,81.0,20.0,1.0,44.0,f,12,ЦАО,р-н Хамовники,Спортивная,walk,6,98000000
4750,10,192.1,10.0,5.0,117.0,,22,ЗАО,р-н Тропарево-Никулино,Тропарёво,walk,16,85400000
4751,7,455.0,25.0,6.0,350.0,f,7,ЦАО,р-н Хамовники,Киевская,walk,15,909056609
4752,3,19.2,,,14.0,f,5,ЗАО,р-н Солнцево,Говорово,walk,9,7200000
4753,16,44.12,12.9,1.0,,t,16,ЮАО,р-н Даниловский,Тульская,walk,15,22760273
4754,4,179.17,,4.0,,f,11,ЗАО,р-н Дорогомилово,Парк Победы,walk,5,259796500
4755,21,41.1,18.8,1.0,12.3,,33,СВАО,р-н Отрадное,Владыкино,walk,11,13700000
4756,4,49.5,,1.0,29.2,f,8,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,14,37500000
4757,12,230.0,30.0,4.0,,,12,ЦАО,р-н Мещанский,Трубная,walk,4,445000000
4758,3,231.0,,6.0,,f,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,225127500
4759,16,34.2,6.0,,23.0,f,36,СЗАО,р-н Хорошево-Мневники,Шелепиха,transport,5,17500000
4760,2,31.0,,1.0,,f,6,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,12,8160000
4761,3,28.4,,,12.7,f,17,НАО (Новомосковский),м. Боровское шоссе,Боровское шоссе,transport,8,8350256
4762,3,130.0,10.0,3.0,,,9,ЦАО,р-н Хамовники,Киевская,walk,12,175500000
4763,9,19.9,,,,f,17,ЮЗАО,р-н Южное Бутово,Щербинка,walk,18,6102783
4764,8,105.76,,4.0,,f,75,ЮАО,р-н Донской,Площадь Гагарина,walk,9,50850148
4765,5,75.0,10.0,3.0,47.0,f,14,СВАО,р-н Марфино,Фонвизинская,walk,11,28000000
4766,14,112.8,,4.0,,f,18,ЮАО,р-н Донской,Ленинский проспект,walk,7,106155484
4767,12,39.8,,1.0,34.8,t,13,ЮАО,р-н Даниловский,Тульская,walk,8,25145601
4768,9,39.0,8.0,1.0,20.0,f,14,САО,р-н Коптево,Коптево,walk,9,10700000
4769,15,32.89,4.9,1.0,20.5,f,17,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,14,7645297
4770,2,207.0,20.0,6.0,,,5,ЦАО,р-н Красносельский,Тургеневская,walk,4,99000000
4771,5,370.0,44.0,6.0,152.0,f,6,ЗАО,р-н Раменки,Минская,walk,10,407000000
4772,8,71.2,21.2,2.0,31.1,,9,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,6,26800000
4773,2,38.3,7.3,1.0,18.8,f,17,ЗАО,р-н Солнцево,Говорово,walk,13,10500000
4774,7,220.0,18.0,6.0,130.0,f,8,ЮЗАО,р-н Южное Бутово,Бунинская аллея,walk,13,59700000
4775,14,212.0,,6.0,140.0,f,27,ЗАО,р-н Раменки,Аминьевская,walk,5,95400000
4776,8,104.1,29.1,2.0,,t,9,ЦАО,р-н Тверской,Маяковская,walk,1,154588500
4777,5,30.0,6.0,1.0,15.0,,5,ВАО,р-н Перово,Перово,walk,14,9900000
4778,6,64.7,18.6,4.0,33.4,f,16,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,7,13890314
4779,12,70.0,9.2,3.0,45.0,f,12,ЮЗАО,р-н Зюзино,Зюзино,walk,11,15500000
4780,3,99.9,,3.0,,,15,ЦАО,р-н Хамовники,Спортивная,walk,8,160000000
