,floor_num,total_area,kitchen_area,rooms_count,living_area,is_apartments,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
0,11,31.0,12.0,1.0,9.0,f,26,ЮАО,р-н Царицыно,Каширская,transport,4,10846590
1,10,81.6,10.7,3.0,52.3,f,17,ЗАО,р-н Очаково-Матвеевское,Очаково,walk,10,24500000
2,26,167.7,10.8,6.0,80.0,f,26,СЗАО,р-н Хорошево-Мневники,Звенигородская,walk,7,136893510
3,5,172.0,20.0,5.0,127.0,f,20,ЦАО,р-н Пресненский,Москва-Сити,walk,12,141900000
4,3,217.9,,5.0,,f,22,ЗАО,р-н Раменки,Ломоносовский проспект,walk,12,130000000
5,3,66.4,17.8,4.0,31.5,f,18,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,13,13240586
6,17,41.0,20.4,1.0,,f,17,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,6,10600000
7,1,189.7,,5.0,,t,28,САО,р-н Ховрино,Речной вокзал,walk,20,43681000
8,14,20.8,5.3,,8.4,f,14,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,8517778
9,2,58.3,6.2,3.0,44.5,f,9,ЮАО,р-н Чертаново Южное,Улица Академика Янгеля,walk,10,12700000
10,2,40.0,10.0,,20.0,t,2,ЮАО,р-н Даниловский,ЗИЛ,walk,12,9900000
11,8,64.1,18.7,4.0,31.6,f,10,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,13867791
12,8,64.5,27.2,2.0,,t,9,ЦАО,р-н Тверской,Маяковская,walk,1,89010000
13,5,124.0,,4.0,,,8,ЮАО,р-н Даниловский,Шаболовская,walk,11,150000000
14,5,33.1,6.8,1.0,19.0,f,9,САО,р-н Восточное Дегунино,Дегунино,walk,3,9990000
15,7,60.0,5.8,3.0,43.6,f,9,ЗАО,р-н Кунцево,Кунцевская,walk,6,22800000
16,2,33.9,,1.0,11.3,f,48,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,4,13509421
17,5,35.3,10.6,1.0,16.2,f,12,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,18850052
18,4,145.0,14.2,5.0,82.8,f,5,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,7,85000000
19,4,216.0,20.0,4.0,152.0,,6,ЦАО,р-н Якиманка,Боровицкая,walk,12,350000000
20,10,54.0,,2.0,,,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,7,61800000
21,30,139.02,6.2,5.0,101.5,f,30,ЗАО,р-н Можайский,Рабочий посёлок,transport,4,52722487
22,7,77.2,,2.0,,f,12,ЦАО,р-н Хамовники,Фрунзенская,walk,8,104900000
23,11,245.0,30.0,5.0,170.0,f,30,ЗАО,р-н Проспект Вернадского,Новаторская,walk,11,190000000
24,4,44.8,6.2,2.0,27.4,f,12,ЮЗАО,р-н Теплый Стан,Коньково,walk,4,13500000
25,4,45.3,,2.0,,f,18,ЮАО,р-н Донской,Ленинский проспект,walk,7,37835597
26,27,47.26,,1.0,13.2,f,28,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,4,23954676
27,11,30.1,11.5,1.0,10.5,t,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,12341000
28,7,90.5,6.3,4.0,54.6,f,9,НАО (Новомосковский),м. Аэропорт Внуково,Аэропорт Внуково,transport,17,19186000
29,3,230.1,,6.0,,f,3,ЦАО,р-н Хамовники,Кропоткинская,walk,2,184080000
30,11,20.85,,,12.5,t,21,ЗАО,р-н Тропарево-Никулино,Озёрная,walk,17,5921400
31,21,20.8,5.1,,10.3,f,24,ЗАО,р-н Солнцево,Солнцево,walk,17,9197448
32,36,250.1,20.0,5.0,180.0,,37,ЗАО,р-н Тропарево-Никулино,Тропарёво,walk,14,88000000
33,2,13.3,,,,t,8,САО,р-н Тимирязевский,Петровско-Разумовская,walk,6,4700000
34,32,23.78,,,,f,33,ЮАО,р-н Чертаново Южное,Красный Строитель,walk,11,8576244
35,1,35.0,8.5,1.0,16.8,f,9,САО,р-н Войковский,Водный стадион,walk,9,10850000
36,33,123.7,21.4,4.0,69.2,t,36,СВАО,р-н Ярославский,Ростокино,walk,12,40944700
37,9,40.2,12.0,1.0,15.0,f,25,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,4,12950000
38,13,86.5,12.0,3.0,68.0,,22,НАО (Новомосковский),м. Саларьево,Саларьево,transport,4,24000000
39,2,69.4,27.0,1.0,21.2,f,5,ЦАО,р-н Тверской,Площадь Революции,walk,3,168390000
40,8,22.51,4.0,,8.4,f,24,НАО (Новомосковский),м. Саларьево,Саларьево,walk,19,8431662
41,18,19.8,5.0,,9.8,f,33,ВАО,р-н Гольяново,Черкизовская,walk,7,9697109
42,4,153.0,35.0,4.0,90.0,f,12,ЦАО,р-н Хамовники,Спортивная,walk,8,229500000
43,4,199.0,20.0,5.0,150.0,,10,ЦАО,р-н Тверской,Новослободская,walk,7,178000000
44,1,208.0,3.0,5.0,,t,12,СВАО,р-н Бибирево,Бибирево,walk,10,4700000
45,33,156.7,15.6,5.0,78.3,f,44,СЗАО,р-н Хорошево-Мневники,Хорошёво,walk,19,114200061
46,22,124.0,16.0,4.0,68.0,f,22,ЗАО,р-н Раменки,Аминьевская,walk,6,52990000
47,4,168.9,20.0,4.0,87.0,,6,ЦАО,р-н Замоскворечье,Третьяковская,walk,2,119000000
48,13,63.8,21.0,2.0,23.0,f,14,НАО (Новомосковский),м. Кедровая,Кедровая,walk,16,15471500
49,4,183.0,23.0,5.0,90.0,f,22,ЗАО,р-н Раменки,Ломоносовский проспект,walk,16,115000000
50,15,233.0,26.0,6.0,,,57,САО,р-н Хорошевский,Аэропорт,walk,10,440000000
51,12,91.7,,4.0,,f,22,СВАО,р-н Марьина роща,Савёловская,walk,13,40684539
52,12,160.0,20.0,4.0,,f,22,ЦАО,р-н Пресненский,Москва-Сити,walk,15,86000000
53,7,47.18,15.3,1.0,13.4,f,12,ЗАО,м. Павшино,Павшино,transport,24,24491138
54,30,143.6,,4.0,,,36,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,11,130000000
55,10,364.0,19.6,6.0,156.6,f,10,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,18,192830189
56,12,88.2,10.0,6.0,60.9,,17,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,4,35000000
57,2,37.89,,1.0,,f,9,ЮАО,р-н Москворечье-Сабурово,Варшавская,walk,15,15711300
58,30,425.0,20.0,6.0,195.0,t,31,ЗАО,р-н Очаково-Матвеевское,Пионерская,transport,7,348930819
59,13,84.4,,1.0,65.2,t,13,ЮАО,р-н Даниловский,Тульская,walk,8,71826959
60,2,74.6,,3.0,38.8,f,17,НАО (Новомосковский),м. Мичуринец,Мичуринец,walk,12,16587074
61,11,83.6,21.9,4.0,40.5,f,30,ЮЗАО,р-н Южное Бутово,Бунинская аллея,walk,18,19424397
62,28,120.3,11.0,5.0,83.4,f,29,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,74027567
63,3,125.0,8.8,5.0,83.2,,23,ЮЗАО,р-н Ясенево,Ясенево,walk,3,62000000
64,11,37.2,10.0,1.0,20.6,f,12,ЗАО,р-н Солнцево,Солнцево,walk,15,12450000
65,10,25.5,,,,f,25,ЮАО,р-н Москворечье-Сабурово,Варшавская,walk,15,11697503
66,10,45.3,4.5,1.0,35.8,t,17,ЗАО,р-н Филевский парк,Филёвский парк,walk,12,27000000
67,2,30.6,4.1,,19.8,f,18,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,7,7573561
68,7,30.9,,,,f,14,ЗАО,р-н Можайский,Сетунь,transport,5,10197000
69,2,310.0,25.0,5.0,254.0,,3,ЦАО,р-н Хамовники,Кропоткинская,walk,10,285000000
70,22,65.8,,3.0,43.4,f,22,ЮАО,р-н Нагорный,Нагорная,walk,8,30064020
71,6,19.97,,,,t,14,ЗелАО,р-н Силино,Зеленоград — Крюково,transport,5,5664341
72,17,250.0,,4.0,,f,17,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,160000000
73,8,98.2,10.0,3.0,35.0,t,26,САО,р-н Аэропорт,Динамо,walk,10,51950000
74,6,47.17,23.6,1.0,,t,15,ЮАО,р-н Даниловский,Тульская,walk,15,19847061
75,5,235.5,30.0,6.0,110.8,,12,ЦАО,р-н Хамовники,Спортивная,walk,7,294000000
76,2,81.2,10.5,3.0,45.0,f,22,СЗАО,р-н Митино,Волоколамская,walk,11,21750000
77,4,179.4,,5.0,,t,4,ЦАО,р-н Мещанский,Цветной бульвар,walk,9,152490000
78,4,179.0,20.0,4.0,,,6,ЦАО,р-н Хамовники,Кропоткинская,walk,6,246547171
79,2,84.6,,3.0,,f,23,СВАО,р-н Ростокино,Ботанический сад,walk,10,37847000
80,16,65.1,,3.0,,f,27,САО,р-н Хорошевский,Зорге,walk,12,38950000
81,3,160.0,20.0,4.0,100.0,t,7,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,8,175000000
82,9,180.8,25.0,5.0,,,19,САО,р-н Хорошевский,Аэропорт,walk,5,74500000
83,14,25.7,,1.0,,f,26,ЮАО,р-н Даниловский,Павелецкая,walk,10,20176941
84,2,222.8,25.8,6.0,116.5,f,6,ЦАО,р-н Хамовники,Парк Культуры,walk,7,179000000
85,4,116.69,,3.0,,f,10,ЗАО,р-н Дорогомилово,Парк Победы,walk,5,134193500
86,4,39.6,,1.0,,f,39,САО,р-н Западное Дегунино,Селигерская,walk,4,15509395
87,9,115.0,10.7,4.0,60.7,,10,ЮАО,р-н Даниловский,Технопарк,walk,11,57500000
88,9,166.67,39.7,4.0,67.2,f,12,ЗАО,м. Павшино,Павшино,transport,24,75101502
89,76,294.6,,4.0,203.7,t,85,ЦАО,р-н Пресненский,Москва-Сити,walk,1,266293166
90,6,137.12,31.0,5.0,84.0,,7,СВАО,р-н Марьина роща,Савёловская,walk,12,40000000
91,4,245.5,17.0,6.0,182.0,f,17,ЗАО,р-н Дорогомилово,Студенческая,walk,5,155182390
92,3,223.0,25.0,5.0,176.0,,8,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,268000000
93,3,30.3,,1.0,,f,14,ЮВАО,р-н Рязанский,Окская,walk,10,10899637
94,12,52.7,10.6,1.0,20.7,t,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,17580720
95,5,36.2,,1.0,,f,27,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,14,16800000
96,10,99.0,15.0,3.0,74.0,t,25,САО,р-н Аэропорт,Динамо,walk,9,56500000
97,6,35.0,12.0,1.0,12.0,t,7,ЦАО,р-н Таганский,Калитники,walk,12,14650000
98,38,40.0,18.5,1.0,14.0,,40,ЮАО,р-н Даниловский,ЗИЛ,walk,8,23500000
99,10,25.4,4.2,,11.4,f,14,НАО (Новомосковский),м. Кедровая,Кедровая,walk,16,7330440
100,38,260.0,,6.0,,f,43,САО,р-н Хорошевский,Беговая,walk,3,89000000
101,14,32.89,4.9,1.0,20.5,f,17,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,15,7834910
102,1,502.7,,4.0,,f,6,ЦАО,р-н Хамовники,Кропоткинская,walk,5,961000000
103,6,40.0,8.0,2.0,,f,9,САО,р-н Тимирязевский,Тимирязевская,walk,4,15990000
104,4,60.07,6.5,1.0,47.1,t,6,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,10,64815530
105,11,141.0,,4.0,80.0,t,13,ЦАО,р-н Пресненский,Маяковская,walk,5,98500000
106,2,62.6,8.2,3.0,39.0,f,12,ЮВАО,р-н Марьино,Курьяново,walk,11,14800000
107,14,280.0,,6.0,,f,18,ЦАО,р-н Хамовники,Спортивная,walk,8,339600000
108,9,104.0,,3.0,,f,22,СЗАО,р-н Хорошево-Мневники,Терехово ,walk,8,62990000
109,8,55.0,15.0,2.0,26.0,f,9,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,13,10490000
110,3,47.0,20.0,2.0,14.6,,11,ЮАО,р-н Даниловский,ЗИЛ,transport,8,20900000
111,24,37.7,5.7,1.0,23.0,f,29,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,15,18000000
112,11,305.0,,5.0,,f,11,ЗАО,р-н Раменки,Ломоносовский проспект,transport,3,609640000
113,19,162.6,6.1,5.0,,f,40,САО,р-н Хорошевский,ЦСКА,walk,11,149258558
114,8,21.7,7.8,,7.8,f,18,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,7228155
115,15,52.3,19.9,2.0,22.6,f,26,ЮВАО,р-н Лефортово,Лефортово,walk,12,23500000
116,2,20.6,,,,f,17,ЮЗАО,р-н Южное Бутово,Щербинка,walk,18,6247460
117,6,24.5,,1.0,,f,26,ЮАО,р-н Даниловский,Павелецкая,walk,10,19028856
118,2,132.0,14.0,4.0,78.0,f,14,ЗАО,р-н Раменки,Минская,transport,5,88000000
119,34,108.0,28.3,4.0,59.0,f,48,СВАО,р-н Ростокино,Ботанический сад,walk,12,59900000
120,2,377.4,8.3,6.0,180.0,t,2,ЦАО,р-н Хамовники,Боровицкая,walk,3,185000000
121,33,85.3,27.6,3.0,42.5,f,33,ВАО,р-н Метрогородок,Бульвар Рокоссовского,walk,9,27990000
122,7,135.0,10.0,3.0,,f,9,ЦАО,р-н Замоскворечье,Павелецкая,walk,9,156000000
123,5,315.0,22.0,5.0,242.0,f,5,СЗАО,р-н Покровское-Стрешнево,Стрешнево,transport,7,200000000
124,19,33.6,5.1,,16.1,f,24,СЗАО,р-н Митино,Пятницкое шоссе,transport,6,10006819
125,23,83.6,10.1,3.0,44.7,f,25,ЮАО,р-н Чертаново Центральное,Пражская,transport,6,22500000
126,3,23.29,4.4,,10.9,t,23,НАО (Новомосковский),м. Румянцево,Румянцево,walk,19,6941195
127,2,35.43,12.8,1.0,11.6,f,17,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,13,7537807
128,12,30.4,6.7,1.0,14.2,,16,ЗАО,р-н Раменки,Ломоносовский проспект,walk,11,12500000
129,2,43.2,15.3,1.0,14.0,,9,НАО (Новомосковский),м. Мичуринец,Мичуринец,walk,11,11100000
130,12,45.0,9.0,1.0,25.0,f,22,ЗАО,р-н Тропарево-Никулино,Озёрная,walk,4,22500000
131,5,209.0,,6.0,,f,5,ЦАО,р-н Пресненский,Белорусская,walk,8,87000000
132,27,114.7,7.6,4.0,75.7,f,40,ЮАО,р-н Даниловский,ЗИЛ,walk,14,63063207
133,2,42.0,9.0,2.0,26.0,f,34,СВАО,р-н Останкинский,Алексеевская,walk,10,24999000
134,18,56.6,,3.0,,f,20,САО,р-н Головинский,Коптево,walk,9,19906220
135,13,22.2,5.0,,9.2,f,16,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,14,6338873
136,7,160.0,23.0,5.0,98.0,f,14,ЦАО,р-н Тверской,Новослободская,walk,3,78000000
137,5,52.0,17.4,2.0,12.2,t,28,СВАО,р-н Отрадное,Отрадное,walk,8,13936000
138,22,30.17,,,,f,28,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,5,14500000
139,6,145.1,,5.0,,f,13,СВАО,р-н Ростокино,Ростокино,walk,13,67000000
140,17,82.0,20.0,3.0,42.0,f,24,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,10,54000000
141,6,343.0,,6.0,,f,9,ЦАО,р-н Арбат,Кропоткинская,walk,6,330566039
142,1,400.0,100.0,6.0,275.0,,4,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,18,198790000
143,5,215.0,17.3,6.0,118.5,f,5,ЮВАО,р-н Марьино,Марьино,walk,4,60000000
144,44,192.0,15.0,5.0,,t,65,ЦАО,р-н Пресненский,Деловой центр,walk,2,183647799
145,61,195.1,29.3,5.0,160.8,f,67,ЦАО,р-н Пресненский,Москва-Сити,walk,7,212249290
146,6,60.0,12.0,2.0,36.0,f,8,ЗАО,р-н Дорогомилово,Москва-Сити,walk,11,35000000
147,70,100.0,13.0,3.0,67.0,t,75,ЦАО,р-н Пресненский,Москва-Сити,walk,3,178000000
148,6,40.9,,1.0,,f,18,ЮЗАО,р-н Академический,Профсоюзная,walk,10,17400000
149,5,125.0,14.2,4.0,71.3,f,14,ЗАО,р-н Дорогомилово,Киевская,walk,8,93750000
150,2,35.0,9.7,1.0,12.7,f,37,ЮВАО,р-н Нижегородский,Нижегородская,walk,18,13645193
151,2,46.8,,2.0,,t,16,ЮАО,р-н Даниловский,Тульская,walk,4,23868000
152,19,58.0,,3.0,40.8,f,30,ЮВАО,р-н Южнопортовый,Дубровка,walk,4,23000000
153,8,27.5,,,,t,23,ЮВАО,р-н Южнопортовый,Волгоградский проспект,walk,3,6850000
154,14,23.4,4.3,,11.3,f,14,НАО (Новомосковский),м. Щербинка,Щербинка,transport,9,7256330
155,19,59.0,10.4,2.0,33.0,f,22,ЮЗАО,р-н Обручевский,Калужская,walk,15,18990000
156,14,32.6,15.0,1.0,9.8,f,16,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,14,7332116
157,3,41.23,15.8,2.0,,t,5,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,6,40900000
158,12,38.8,8.5,1.0,20.0,f,17,ВАО,р-н Новокосино,Новокосино,walk,6,11490000
159,13,45.6,20.2,2.0,12.3,t,24,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,20,17606234
160,9,22.6,5.2,,10.4,f,30,ЮАО,р-н Москворечье-Сабурово,Борисово,transport,5,9615124
161,4,111.3,8.2,3.0,,t,6,ЦАО,р-н Хамовники,Парк Культуры,walk,10,133560000
162,28,20.1,5.1,,9.9,f,33,ЮВАО,р-н Люблино,Братиславская,transport,4,7694038
163,15,70.0,12.1,3.0,40.0,f,32,СВАО,р-н Бутырский,Бутырская,walk,5,34650000
164,22,83.6,,3.0,63.7,t,34,ЗАО,р-н Дорогомилово,Кутузовская,walk,14,124597929
165,42,125.9,12.7,5.0,92.0,f,43,СЗАО,р-н Хорошево-Мневники,Хорошёво,walk,17,120587020
166,5,125.7,10.0,3.0,100.0,,5,ЦАО,р-н Тверской,Белорусская,walk,6,56000000
167,13,46.2,17.9,1.0,19.0,f,22,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,12,24455368
168,4,24.2,3.1,,16.1,t,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,9123400
169,3,60.1,20.7,3.0,22.6,f,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,9591911
170,12,38.8,8.0,1.0,20.8,,14,ЮВАО,р-н Южнопортовый,Дубровка,walk,3,14050000
171,9,35.3,,1.0,,f,9,ЮВАО,р-н Люблино,Братиславская,walk,12,8977500
172,3,303.8,,6.0,,f,9,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,380000000
173,21,103.1,,3.0,,f,36,САО,р-н Беговой,Белорусская,walk,5,67553034
174,10,217.3,,5.0,,f,11,ЗАО,р-н Дорогомилово,Москва-Сити,walk,15,179600000
175,4,82.04,33.9,1.0,19.8,f,7,ЗАО,м. Павшино,Павшино,transport,24,46910472
176,12,161.1,20.0,5.0,125.0,f,16,СВАО,р-н Алексеевский,Алексеевская,walk,5,50000000
177,13,127.1,10.3,4.0,67.0,f,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,47099900
178,1,219.2,,5.0,175.0,f,8,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,9,195000000
179,3,145.8,10.0,5.0,,f,6,ЦАО,р-н Пресненский,Арбатская,walk,12,211194969
180,5,73.4,9.0,3.0,,t,7,ЦАО,р-н Пресненский,Улица 1905 года,walk,13,53400000
181,5,117.0,25.0,3.0,,t,9,ЦАО,р-н Тверской,Цветной бульвар,walk,7,65500000
182,8,104.7,12.0,4.0,77.6,f,15,ЗАО,р-н Дорогомилово,Киевская,walk,11,70000000
183,10,108.3,,4.0,59.6,f,20,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,6,45340889
184,4,39.9,17.1,2.0,,,48,СВАО,р-н Ростокино,Ботанический сад,walk,12,22000000
185,46,180.7,12.2,5.0,105.9,f,47,ЮЗАО,р-н Обручевский,Калужская,walk,18,150206875
186,15,122.4,,4.0,,f,16,ВАО,р-н Сокольники,Сокольники,walk,11,83470000
187,2,173.6,,3.0,,f,5,ЦАО,р-н Хамовники,Фрунзенская,walk,6,348930819
188,9,21.4,,,,t,14,ЗелАО,р-н Силино,Зеленоград — Крюково,transport,5,6609454
189,2,40.9,19.4,1.0,11.9,f,16,ВАО,р-н Преображенское,Преображенская площадь,walk,7,17295455
190,17,279.0,,6.0,,f,19,СЗАО,р-н Щукино,Панфиловская,walk,3,111111111
191,2,105.0,23.0,2.0,50.0,t,5,ЦАО,р-н Тверской,Лубянка,walk,1,160000000
192,4,120.0,15.0,3.0,,,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,9,102000000
193,8,270.0,35.0,6.0,,,26,САО,р-н Хорошевский,ЦСКА,walk,13,205000000
194,2,87.1,25.3,4.0,31.4,f,16,САО,р-н Сокол,Октябрьское поле,walk,13,36983117
195,2,133.0,,3.0,45.6,f,18,ЦАО,р-н Хамовники,Воробьёвы горы,walk,13,130863000
196,4,125.0,7.0,5.0,,,6,ЦАО,р-н Пресненский,Маяковская,walk,7,100000000
197,6,218.0,,4.0,,f,17,ЗАО,р-н Раменки,Минская,walk,16,150000000
198,54,134.0,,3.0,,t,78,ЦАО,р-н Пресненский,Москва-Сити,walk,3,100500000
199,7,38.2,19.5,1.0,10.6,f,22,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,12,19796539
200,6,630.0,,6.0,,,6,ЦАО,р-н Пресненский,Баррикадная,walk,11,1239622649
201,21,126.55,32.8,4.0,62.3,f,26,ЦАО,р-н Пресненский,Белорусская,walk,11,102606740
202,4,73.02,,2.0,,t,20,ЦАО,р-н Пресненский,Краснопресненская,walk,4,60173080
203,14,50.1,10.0,2.0,15.0,,29,СЗАО,р-н Хорошево-Мневники,Хорошёвская,transport,5,30500000
204,4,245.5,,6.0,,f,17,ЗАО,р-н Дорогомилово,Студенческая,walk,5,156741247
205,19,36.0,12.0,1.0,11.0,f,32,ЮАО,р-н Царицыно,Каширская,transport,4,12448080
206,3,80.8,18.0,3.0,57.8,t,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,31916000
207,17,56.5,,2.0,26.8,f,17,НАО (Новомосковский),м. Мичуринец,Мичуринец,walk,12,14376232
208,5,584.1,,6.0,,f,5,ЦАО,р-н Хамовники,Парк Культуры,walk,8,1377358499
209,24,124.75,,4.0,87.9,f,24,ЗАО,р-н Фили-Давыдково,Кунцевская,walk,10,53892000
210,3,65.1,26.8,1.0,15.1,f,8,ЦАО,р-н Якиманка,Полянка,walk,6,156320000
211,11,40.3,,1.0,,,15,ЗАО,р-н Раменки,Раменки,walk,6,23300000
212,7,37.8,9.1,2.0,18.8,f,26,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,16,26636010
213,19,48.6,18.0,1.0,18.0,t,21,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,12,19999900
214,14,39.6,12.8,2.0,13.7,,17,НАО (Новомосковский),м. Силикатная,Силикатная,transport,6,9900000
215,2,43.61,,1.0,,f,7,ТАО (Троицкий),м. Рассказовка,Рассказовка,transport,21,7064820
216,3,39.08,6.2,1.0,24.0,f,35,ЮЗАО,р-н Котловка,Профсоюзная,walk,17,20505276
217,2,300.0,9.0,6.0,225.0,t,7,ЦАО,р-н Хамовники,Киевская,walk,12,230000000
218,5,29.9,,1.0,,,14,ЮВАО,р-н Лефортово,Площадь Ильича,walk,19,15500000
219,6,58.6,,2.0,,f,9,ЗАО,р-н Кунцево,Крылатское,walk,20,30734587
220,5,34.6,8.4,1.0,19.7,f,14,ЮАО,р-н Нагорный,Севастопольская,walk,10,13650000
221,6,300.0,40.0,6.0,,,10,ЦАО,р-н Тверской,Новослободская,walk,8,319990000
222,2,36.06,13.5,1.0,,f,54,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,14,20713585
223,21,159.1,15.0,5.0,102.4,,36,САО,р-н Хорошевский,ЦСКА,walk,11,149990000
224,2,48.8,11.0,1.0,20.0,,15,ЮАО,р-н Бирюлево Восточное,Царицыно,transport,4,12700000
225,8,41.0,,1.0,,f,41,САО,р-н Хорошевский,Аэропорт,walk,12,34000000
226,9,150.0,30.0,4.0,100.0,t,15,ЗАО,р-н Филевский парк,Фили,walk,16,50000000
227,13,42.0,15.6,1.0,11.4,f,16,ВАО,р-н Метрогородок,Бульвар Рокоссовского,transport,7,15350000
228,5,237.4,15.0,6.0,,t,5,ЦАО,р-н Тверской,Новослободская,walk,5,474800000
229,4,45.8,10.8,2.0,20.1,f,15,ЗАО,р-н Раменки,Раменки,walk,9,26993838
230,4,22.2,4.6,,8.4,f,30,ЮЗАО,р-н Южное Бутово,Улица Горчакова,walk,15,7034635
231,3,50.4,21.6,2.0,16.3,f,28,ЗАО,р-н Раменки,Раменки,walk,8,26400000
232,22,19.4,3.0,1.0,11.4,t,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8880000
233,13,190.0,16.0,5.0,111.0,f,18,ЗАО,р-н Кунцево,Крылатское,walk,16,68500000
234,13,53.8,8.3,2.0,30.7,f,17,ЮАО,р-н Царицыно,Царицыно,walk,18,13349999
235,3,82.7,,2.0,28.7,f,18,ЦАО,р-н Хамовники,Воробьёвы горы,walk,12,73016000
236,2,116.0,17.0,4.0,73.0,f,8,ЗАО,р-н Дорогомилово,Киевская,walk,10,45000000
237,9,79.4,,3.0,34.2,f,27,ЮАО,р-н Даниловский,Серпуховская,walk,18,39050875
238,2,450.0,43.0,6.0,,,4,ЗАО,р-н Крылатское,Молодёжная,transport,6,310000000
239,11,252.0,50.0,6.0,150.0,,13,ЗАО,р-н Раменки,Раменки,walk,6,139900000
240,4,104.3,,3.0,,f,14,ЦАО,р-н Пресненский,Белорусская,walk,11,117570000
241,7,379.4,,6.0,250.0,f,9,ЦАО,р-н Хамовники,Боровицкая,walk,4,465000000
242,20,39.4,,1.0,25.2,t,30,ЮЗАО,р-н Черемушки,Воронцовская,walk,8,11957900
243,2,25.6,5.8,,11.0,f,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,7511600
244,31,36.0,10.0,1.0,,,34,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,12,22000000
245,5,375.0,,6.0,,f,6,ЗАО,р-н Раменки,Минская,walk,14,412500000
246,33,269.7,7.7,5.0,,f,41,САО,р-н Хорошевский,Петровский Парк,walk,13,344808912
247,6,37.66,16.1,1.0,13.9,,30,СЗАО,р-н Щукино,Стрешнево,walk,6,17000000
248,7,48.2,15.5,1.0,20.4,f,17,ВАО,р-н Преображенское,Преображенская площадь,walk,5,23676796
249,23,78.9,,3.0,37.2,f,28,ЮАО,р-н Даниловский,Серпуховская,walk,19,42801611
250,24,19.88,,,,f,33,ЗАО,р-н Очаково-Матвеевское,Мичуринский проспект,transport,4,10003566
251,15,19.9,,,,f,17,НАО (Новомосковский),м. Щербинка,Щербинка,walk,12,7245002
252,28,136.6,16.6,5.0,97.3,f,29,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,20,92724080
253,5,52.3,5.5,2.0,35.4,f,17,ЗАО,р-н Раменки,Раменки,walk,3,31589200
254,3,61.6,,2.0,,f,4,САО,р-н Тимирязевский,Гражданская,walk,10,18500000
255,12,80.4,22.0,3.0,37.8,f,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,17165266
256,18,310.0,29.0,6.0,237.0,f,32,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,18,140000000
