,price
2140,96705000
2141,26131093
2142,6928476
2143,17600000
2144,120000000
2145,246547171
2146,17500000
2147,16800000
2148,7549750
2149,28938350
2150,8520563
2151,61977536
2152,45817840
2153,19900000
2154,35249080
2155,7482996
2156,16936650
2157,21286312
2158,6507900
2159,11990000
2160,85000000
2161,135000000
2162,37600000
2163,5399800
2164,43565500
2165,8278774
2166,6182694
2167,67900000
2168,7083855
2169,30500000
2170,34000000
2171,18933683
2172,46113210
2173,110000000
2174,44000000
2175,22641734
2176,23687461
2177,20500000
2178,12800000
2179,138169710
2180,8340964
2181,26000000
2182,7671875
2183,15350000
2184,14999000
2185,81000000
2186,17300000
2187,31423323
2188,250000000
2189,10019520
2190,22208503
2191,29999999
2192,215000000
2193,62243280
2194,7499676
2195,13500000
2196,150000000
2197,229559749
2198,4999999
2199,17297217
2200,13490000
2201,10900000
2202,25848790
2203,12000000
2204,40753590
2205,120000000
2206,22691340
2207,52810300
2208,29950000
2209,11387200
2210,182560000
2211,7490000
2212,22500000
2213,67000000
2214,23136004
2215,27748200
2216,7238174
2217,10000000
2218,110000000
2219,171830000
2220,63627700
2221,25184168
2222,24200000
2223,72760814
2224,19500000
2225,194800000
2226,26790000
2227,94000000
2228,13800000
2229,25900000
2230,73810000
2231,40000000
2232,189791469
2233,80000000
2234,12500000
2235,8212829
2236,51922588
2237,146680371
2238,12306411
2239,135000000
2240,14550000
2241,26200000
2242,11008338
2243,270880504
2244,39472888
2245,79836680
2246,10001880
2247,56000000
2248,13900000
2249,233000000
2250,89900000
2251,19500000
2252,44000000
2253,7025786
2254,20755200
2255,6449875
2256,32950000
2257,232773586
2258,120000000
2259,7500000
2260,155790000
2261,62500000
2262,13300000
2263,24500000
2264,15100000
2265,13300000
2266,19250000
2267,137733400
2268,7108504
2269,9500000
2270,13187100
2271,155350000
2272,13800000
2273,17600940
2274,21550000
2275,27343186
2276,174494300
2277,10852918
2278,10001880
2279,52722487
2280,11950000
2281,14490000
2282,65160084
2283,203828966
2284,50869000
2285,9215000
2286,12591291
2287,18900000
2288,284654089
2289,125000000
2290,43500000
2291,19990000
2292,6133280
2293,36800000
2294,14968800
2295,12000000
2296,72519999
2297,21720988
2298,24600000
2299,25273435
2300,9000000
2301,66960000
2302,16256500
2303,25000000
2304,96000000
2305,15177043
2306,17427800
2307,9000000
2308,68000000
2309,59000000
2310,88184211
2311,34000000
2312,183646881
2313,21333063
2314,35500000
2315,12900000
2316,12083000
2317,185000000
2318,60000000
2319,54893600
2320,19300000
2321,13450000
2322,31610675
2323,9322460
2324,10500000
2325,35121475
2326,22900000
2327,16590000
2328,61000000
2329,29912590
2330,14600000
2331,29000000
2332,98900000
2333,45561680
2334,157900000
2335,27900000
2336,33900000
2337,55000000
2338,22500000
2339,14900000
2340,19900000
2341,31000000
2342,7700000
2343,9143392
2344,9822241
2345,8900000
2346,27461232
2347,17599000
2348,42066500
2349,7338835
2350,307610064
2351,16357400
2352,31374835
2353,6342981
2354,96000000
2355,149000000
2356,27200000
2357,38918880
2358,6642400
2359,52000000
2360,227576030
2361,21284173
2362,27000000
2363,16900000
2364,5600000
2365,18950000
2366,35100000
2367,10248363
2368,27455520
2369,30944580
2370,48700623
2371,192830189
2372,10300000
2373,7806823
2374,66490000
2375,20919295
2376,52500000
2377,12113575
2378,21193759
2379,100000000
2380,14825000
2381,31000000
2382,21000000
2383,12742318
2384,11950000
2385,98070000
2386,27398499
2387,100690000
2388,94590011
2389,159355500
2390,17900000
2391,22960000
2392,102000000
2393,110530000
2394,18850052
2395,157890000
2396,7202082
2397,26213596
2398,25500000
2399,22000000
2400,18600000
2401,47272500
2402,30684658
2403,9122157
2404,5961573
2405,17900000
2406,20370000
2407,34080444
2408,19240000
2409,14331884
2410,20275360
2411,29900000
2412,53000000
2413,10300000
2414,60000000
2415,117089718
2416,59900000
2417,277760000
2418,136520000
2419,310000000
2420,7532194
2421,14437074
2422,38000000
2423,19628000
2424,59176340
2425,5400000
2426,14500000
2427,18600000
2428,10860000
2429,19990000
2430,17100750
2431,9414330
2432,8788950
2433,20490000
2434,9801000
2435,100000000
2436,24619349
2437,6918388
2438,37729120
2439,39000000
2440,73860415
2441,70000000
2442,10900000
2443,20195396
2444,20500000
2445,40000000
2446,5676739
2447,17713020
2448,7562800
2449,5600000
2450,7533137
2451,18900000
2452,19800000
2453,215000000
2454,6800000
2455,12164388
2456,65000000
2457,72000000
2458,14042883
2459,8720115
2460,15390000
2461,12848435
2462,51525312
2463,18399200
2464,35000000
2465,75000000
2466,148000000
2467,49737000
2468,19136000
2469,14143786
2470,179056604
2471,59999999
2472,22500000
2473,29613037
2474,7470140
2475,19990000
2476,11350000
2477,111500000
2478,9821289
2479,14200000
2480,44534560
2481,27570000
2482,24600000
2483,14968569
2484,22980400
2485,57080700
2486,42066500
2487,70000000
2488,78176062
2489,371250000
2490,7523620
2491,23275000
2492,10715978
2493,75101502
2494,10800800
2495,19459000
2496,25406304
2497,20713585
2498,40217846
2499,7703623
2500,120000000
2501,59500000
2502,41500000
2503,38000000
2504,10392240
2505,8381949
2506,15690000
2507,165000000
2508,72500000
2509,18753288
2510,14499999
2511,11300000
2512,149300000
2513,14000000
2514,22262123
2515,16900000
2516,23500000
2517,16300000
2518,8613218
2519,214867925
2520,137680000
2521,7781614
2522,22100000
2523,38000000
2524,93700000
2525,7997911
2526,21000000
2527,95000000
2528,73860415
2529,9278057
2530,13430335
2531,135000000
2532,22702148
2533,20005137
2534,6869402
2535,21800000
2536,17495340
2537,12000000
2538,11500000
2539,43188976
2540,74990000
2541,7523506
2542,7057670
2543,175000000
2544,7290000
2545,13491224
2546,15171780
2547,105947280
2548,12000000
2549,12062397
2550,9434794
2551,14190000
2552,22000000
2553,96000000
2554,14502068
2555,20239621
2556,21390000
2557,8117049
2558,16845300
2559,42000000
2560,17104690
2561,34261720
2562,41021245
2563,128553459
2564,15650035
2565,23387800
2566,18288906
2567,17494500
2568,23500000
2569,6267863
2570,19787991
2571,7459650
2572,7771080
2573,35553614
2574,9479201
2575,153000000
2576,12400000
2577,17550000
2578,9394656
2579,63857200
2580,22499000
2581,9990000
2582,72984440
2583,41724638
2584,14629831
2585,10950000
2586,20451843
2587,21946523
2588,87500000
2589,17091138
2590,18080840
2591,28200000
2592,10268497
2593,351480000
2594,57566724
2595,6681723
2596,20000000
2597,15500000
2598,18176128
2599,12341000
2600,15500000
2601,61928803
2602,43855020
2603,45435764
2604,91000000
2605,17000000
2606,16500000
2607,9675719
2608,26000000
2609,41606500
2610,52500000
2611,7795728
2612,12500000
2613,23500000
2614,15499000
2615,75000000
2616,26500000
2617,77575555
2618,7500000
2619,303725598
2620,17427800
2621,19906220
2622,25082500
2623,6354000
2624,10020267
2625,40581188
2626,17050000
2627,12300000
2628,13645193
2629,27200000
2630,6430728
2631,12300000
2632,88000000
2633,9900000
2634,14484873
2635,6031047
2636,7637903
2637,18500000
2638,150206875
2639,59500000
2640,17297217
2641,7101003
2642,35000000
2643,445000000
2644,19847061
2645,188111735
2646,53000000
2647,53000000
2648,95195600
2649,28512914
2650,83000000
2651,73000000
2652,13700000
2653,35114100
2654,57000000
2655,188750000
2656,6200000
2657,20793202
2658,19000000
2659,27900000
2660,95000000
2661,31950000
2662,72900000
2663,17800000
2664,50869000
2665,11999000
2666,31700000
2667,14490000
2668,9546317
2669,7807091
2670,23340645
2671,27979200
2672,120000000
2673,6924833
2674,20500000
2675,19900000
2676,6721716
2677,31926479
2678,160000000
2679,78950000
2680,10500000
2681,5700000
2682,27100000
2683,185848441
2684,40000000
2685,21996802
2686,76752000
2687,20000000
2688,193060098
2689,175500000
2690,19908000
2691,24335267
2692,8214784
2693,8320000
2694,110188679
2695,7855738
2696,13500000
2697,7064710
2698,13411710
2699,124920000
2700,38000000
2701,16991957
2702,6400000
2703,21900000
2704,175000000
2705,22141202
2706,66258340
2707,8462966
2708,23103660
2709,23900000
2710,110000000
2711,32800000
2712,14140000
2713,41497140
2714,16232418
2715,140000000
2716,16047986
2717,8254568
2718,16999000
2719,14682947
2720,6129627
2721,10636136
2722,77500000
2723,18000000
2724,10500000
2725,10376240
2726,70090220
2727,20713585
2728,25500000
2729,5607201
2730,45976295
2731,11900000
2732,6516484
2733,39299000
2734,68504310
2735,105000000
2736,8590000
2737,11691800
2738,348930819
2739,60000000
2740,19240000
2741,28798635
2742,17000000
2743,19789000
2744,13400000
2745,19600000
2746,27455520
2747,7849978
2748,23573817
2749,54500000
2750,15500000
2751,7424176
2752,15721467
2753,45227000
2754,7700000
2755,84900000
2756,18628050
2757,13700000
2758,27344041
2759,90642000
2760,19500000
2761,128600000
2762,80000000
2763,12300000
2764,210000000
2765,119836839
2766,68930000
2767,78100000
2768,16500000
2769,8600000
2770,8609450
2771,10065522
2772,37000000
2773,8500000
2774,13500000
2775,26244013
2776,11300000
2777,28058677
2778,32000000
2779,17190000
2780,75000000
2781,19250000
2782,15771482
2783,13215719
2784,63000000
2785,17500000
2786,8664146
2787,209988449
2788,53156644
2789,140000000
2790,13700000
2791,6723192
2792,67800000
2793,9654912
2794,14400000
2795,5540292
2796,14600000
2797,61427720
2798,90500000
2799,9222038
2800,13021786
2801,10700000
2802,23232000
2803,14100000
2804,17500000
2805,20000000
2806,17000000
2807,38739600
2808,9013227
2809,135000000
2810,82500000
2811,14890000
2812,83777500
2813,14550000
2814,31000000
2815,10760000
2816,32836930
2817,21980883
2818,102000000
2819,15046350
2820,54500000
2821,6548400
2822,7104411
2823,22953686
2824,134550000
2825,165000000
2826,17960000
2827,8409679
2828,42845675
2829,51000000
2830,10267025
2831,123000000
2832,13208000
2833,45000000
2834,6865607
2835,9595848
2836,35000000
2837,83000000
2838,21824030
2839,45000000
2840,8145000
2841,17000000
2842,26000000
2843,17390000
2844,14850000
2845,14817000
2846,11496421
2847,190852541
2848,31000000
2849,7289396
2850,13099013
2851,22297730
2852,9657426
2853,266289309
2854,16445858
2855,10500000
2856,99990000
2857,110000000
2858,19522300
2859,98000000
2860,180000000
2861,18500000
2862,13900000
2863,16102800
2864,6963440
2865,40000000
2866,11843661
2867,41500000
2868,8030581
2869,12900000
2870,16877360
2871,14100000
2872,122657078
2873,25000000
2874,24000000
2875,15332183
2876,40900000
2877,12100000
2878,97192833
2879,18500000
2880,20789040
2881,8251917
2882,78000000
2883,13860450
2884,202012488
2885,27882985
2886,105000000
2887,8663175
2888,10674102
2889,128629930
2890,23220500
2891,166990000
2892,15000000
2893,25184649
2894,95000000
2895,19500000
2896,32610600
2897,91183880
2898,253431847
2899,17000000
2900,65000000
2901,9101081
2902,26536750
2903,20760000
2904,20000000
2905,42000000
2906,6370000
2907,17600000
2908,39500000
2909,9416105
2910,28905800
2911,11700000
2912,30000000
2913,10600000
2914,16500000
2915,11333333
2916,20391226
2917,20763062
2918,13790000
2919,31715600
2920,10599000
2921,13208000
2922,6172353
2923,9830711
2924,310000000
2925,5918531
2926,44349150
2927,150000000
2928,7593381
2929,19000000
2930,506460000
2931,28014688
2932,9120000
2933,18165674
2934,34546600
2935,6974769
2936,98000000
2937,14998880
2938,6900000
2939,35589820
2940,149500000
2941,25500000
2942,13611600
2943,13700000
2944,36176520
2945,14550000
2946,47003430
2947,18999500
2948,8500000
2949,55200190
2950,82847730
2951,7230822
2952,12399000
2953,6792445
2954,57706861
2955,53198640
2956,5670000
2957,54000000
2958,31000000
2959,104500000
2960,28000000
2961,33499000
2962,20000000
2963,33900000
2964,29000000
2965,45600000
2966,33369885
2967,152983522
2968,78500000
2969,10950000
2970,13400000
2971,17130517
2972,43800000
2973,17400000
2974,21066679
2975,24449100
2976,229559749
2977,9122927
2978,39500000
2979,160000000
2980,29700000
2981,11843661
2982,11700000
2983,16219200
2984,46141900
2985,100000000
2986,128250000
2987,120000000
2988,8408419
2989,21000000
2990,29900000
2991,84450630
2992,32000000
2993,25000000
2994,8560283
2995,12499000
2996,8005940
2997,8495100
2998,20500000
2999,189000000
3000,58298000
3001,26062763
3002,30500000
3003,25500000
3004,147000000
3005,196411322
3006,22540700
3007,30272464
3008,9600000
3009,19500000
3010,8900000
3011,13990000
3012,33980000
3013,47000000
3014,23600000
3015,22465666
3016,9990000
3017,59236384
3018,35500000
3019,42000000
3020,23500000
3021,25200000
3022,17065160
3023,46500000
3024,14902089
3025,68717376
3026,29990000
3027,30000000
3028,120000000
3029,101999000
3030,17200000
3031,10121440
3032,7231081
3033,26292550
3034,19459000
3035,17900000
3036,43861536
3037,22500000
3038,90000000
3039,84999000
3040,12950000
3041,4400000
3042,79391370
3043,7478361
3044,43900000
3045,9490000
3046,37990000
3047,32800000
3048,17000000
3049,49933800
3050,183834633
3051,8583715
3052,17410625
3053,55000000
3054,30000000
3055,17900000
3056,14042883
3057,37000000
3058,17840000
3059,12550000
3060,10674920
3061,59000000
3062,72182650
3063,150000000
3064,215000000
3065,135000000
3066,16900000
3067,429420000
3068,175720000
3069,21551919
3070,10109828
3071,12500000
3072,6160820
3073,19200000
3074,23499900
3075,17768630
3076,12950000
3077,35120619
3078,50000000
3079,74990000
3080,7348250
3081,24792690
3082,39033793
3083,7361640
3084,8697036
3085,18750000
3086,6289769
3087,13115520
3088,13499000
3089,8880000
3090,65200000
3091,98763758
3092,35000000
3093,137000000
3094,12900000
3095,18250000
3096,6323381
3097,73350000
3098,164167000
3099,32335650
3100,20990000
3101,7865883
3102,12300000
3103,96287120
3104,10000000
3105,21997000
3106,25800000
3107,42300000
3108,8320070
3109,19654880
3110,135000000
3111,12000000
3112,29000000
3113,31285621
3114,10350000
3115,21586085
3116,27197280
3117,132000000
3118,9387020
3119,39873600
3120,39000000
3121,8300000
3122,15886705
3123,35000000
3124,12300000
3125,120000000
3126,87988700
3127,6618739
3128,8873144
3129,16916090
3130,88184700
3131,8390000
3132,125000000
3133,18554570
3134,130000000
3135,7352621
3136,74500000
3137,16926660
3138,31610675
3139,21600000
3140,8128776
3141,27000000
3142,15774377
3143,20173698
3144,14500000
3145,7377028
3146,9240550
3147,17999900
3148,8913574
3149,17000000
3150,10500000
3151,25500000
3152,17130517
3153,52990000
3154,19203540
3155,28459530
3156,69000000
3157,15500000
3158,46000000
3159,60990000
3160,8060000
3161,24740430
3162,37600000
3163,69415920
3164,26380959
3165,21440711
3166,56000000
3167,113000000
3168,25000000
3169,7481812
3170,7911359
3171,21720988
3172,183647799
3173,13021076
3174,80000000
3175,6729480
3176,15683202
3177,14900000
3178,21124543
3179,20005137
3180,40600000
3181,6700000
3182,31000000
3183,9818181
3184,72179500
3185,9480000
3186,21112000
3187,15190600
3188,33369885
3189,87461600
3190,243000000
3191,60000000
3192,70000000
3193,21481200
3194,31500000
3195,14900000
3196,5750117
3197,4600000
3198,14700000
3199,51850000
3200,65000000
3201,49326900
3202,22691340
3203,11878125
3204,14950000
3205,163730000
3206,23136490
3207,164740000
3208,7846606
3209,16950000
3210,22400000
3211,20600000
3212,107526900
3213,24450000
3214,18900000
3215,10205810
3216,53000000
3217,166400000
3218,15500000
3219,8490000
3220,28000000
3221,7842250
3222,14887154
3223,35000000
3224,10950000
3225,12375999
3226,15450000
3227,9800000
3228,27000000
3229,100570000
3230,8998798
3231,52487458
3232,6291240
3233,115000000
3234,38500000
3235,15245706
3236,57080700
3237,13500000
3238,6018539
3239,7275600
3240,10750000
3241,210276730
3242,90000000
3243,82000000
3244,30950680
3245,8931112
3246,50000000
3247,7039285
3248,35700000
3249,133844257
3250,53000000
3251,61231800
3252,190852541
3253,23687461
3254,198000000
3255,7827217
3256,13400000
3257,48990000
3258,34483737
3259,14406557
3260,28400000
3261,67500000
3262,11301120
3263,49590000
3264,8116101
3265,11499999
3266,175720000
3267,12749000
3268,12100000
3269,35900000
3270,21588296
3271,318000000
3272,11500000
3273,7478599
3274,21800000
3275,50000000
3276,12685259
3277,12450000
3278,6721941
3279,149000000
3280,12645976
3281,85000000
3282,26800000
3283,13600000
3284,139500000
3285,106040000
3286,17358500
3287,9902149
3288,19000000
3289,185000000
3290,15225910
3291,165259600
3292,45000000
3293,20000000
3294,11279868
3295,14103866
3296,5537208
3297,20254562
3298,17435251
3299,11490000
3300,68515736
3301,21999000
3302,27874860
3303,83000000
3304,43191050
3305,75000000
3306,50400000
3307,18950000
3308,15490000
3309,7913098
3310,10950000
3311,78000000
3312,23000000
3313,9849058
3314,46536187
3315,117444113
3316,17500000
3317,15200000
3318,10819963
3319,19990000
3320,174719632
3321,17000000
3322,85000000
3323,34500000
3324,10620000
3325,47580000
3326,21628464
3327,11900000
3328,80000000
3329,55500800
3330,25790527
3331,54000000
3332,150000000
3333,7876554
3334,49344000
3335,25790000
3336,130000000
3337,7900000
3338,20254562
3339,17950000
3340,11900000
3341,20617600
3342,36999999
3343,14500000
3344,26831160
3345,7200000
3346,7933682
3347,15711300
3348,7000000
3349,20700000
3350,50500000
3351,7832061
3352,14748760
3353,13500000
3354,22499235
3355,16200000
3356,8730900
3357,23132200
3358,9750000
3359,8386817
3360,21700000
3361,21000000
3362,19294524
3363,21628464
3364,8146740
3365,49355795
3366,125000000
3367,35830000
3368,42000000
3369,26300000
3370,5500000
3371,216819225
3372,16490000
3373,16999999
3374,45000000
3375,9800000
3376,73800000
3377,27900000
3378,11500000
3379,19000000
3380,15000000
3381,43991860
3382,126110000
3383,14050000
3384,23310120
3385,229559749
3386,10490000
3387,12200000
3388,26904506
3389,102000000
3390,45000000
3391,11950000
3392,41700000
3393,26600000
3394,62899371
3395,5996063
3396,57000000
3397,15990000
3398,126885354
3399,15180000
3400,15060297
3401,44212680
3402,110000000
3403,6496395
3404,6868611
3405,113000000
3406,35000000
3407,10900000
3408,7636439
3409,35114100
3410,161226900
3411,48828906
3412,63882266
3413,15500000
3414,12841489
3415,8384441
3416,74000000
3417,14800000
3418,58999991
3419,14147400
3420,28479420
3421,123000000
3422,16610000
3423,19990000
3424,28107000
3425,197000000
3426,24065284
3427,11500000
3428,21193759
3429,29000000
3430,24000000
3431,10000000
3432,15891089
3433,16500000
3434,7852883
3435,8296150
3436,70000000
3437,18042031
3438,27999000
3439,65024000
3440,9559174
3441,110761560
3442,35700000
3443,41500000
3444,29999000
3445,185000000
3446,9937960
3447,20010000
3448,32000000
3449,42974624
3450,39000000
3451,15497737
3452,23789694
3453,17800000
3454,217620480
3455,19990000
3456,20500000
3457,102804464
3458,52615000
3459,17974000
3460,23900000
3461,9238415
3462,85327348
3463,20990000
3464,11805850
3465,35000000
3466,33469830
3467,7348449
3468,19355220
3469,9425032
3470,45000000
3471,34268000
3472,19294524
3473,7493488
3474,9324360
3475,8739866
3476,150400000
3477,133260000
3478,143235400
3479,15805008
3480,39000000
3481,27044398
3482,86600000
3483,62000000
3484,200000000
3485,280000000
3486,45000000
3487,35000000
3488,103787040
3489,9366588
3490,75826330
3491,46900000
3492,13072251
3493,7312860
3494,6633000
3495,9605400
3496,29300000
3497,21000000
3498,135000000
3499,33000000
3500,53539200
3501,49344000
3502,39300000
3503,12630000
3504,175000000
3505,75000000
3506,16577500
3507,25000000
3508,5618737
3509,102000000
3510,5440000
3511,43550000
3512,74000000
3513,14287810
3514,14287810
3515,228800000
3516,110000000
3517,18288906
3518,17427800
3519,78100000
3520,90272890
3521,6980670
3522,13509421
3523,44342800
3524,154673167
3525,154673167
3526,83600000
3527,6923761
3528,13437867
3529,12204000
3530,183647799
3531,16500000
3532,75000000
3533,24990000
3534,9886516
3535,24397788
3536,26500000
3537,11900000
3538,15435805
3539,76332524
3540,103270572
3541,92254794
3542,10600000
3543,8276531
3544,6888884
3545,22630300
3546,19500000
3547,7604648
3548,51500000
3549,137903835
3550,10795459
3551,13000000
3552,10800800
3553,11085800
3554,78000000
3555,48000000
3556,86525811
3557,2890500
3558,36900000
3559,7210000
3560,66800000
3561,43382355
3562,48004650
3563,26904740
3564,12500000
3565,17700000
3566,7840000
3567,21800000
3568,54000000
3569,10300000
3570,21551919
3571,13499000
3572,12540783
3573,16003451
3574,18440000
3575,23689579
3576,10148272
3577,13064739
3578,24950000
3579,7969726
3580,11000000
3581,30018191
3582,32819999
3583,22706491
3584,7350000
3585,6988680
3586,8858345
3587,10700000
3588,12181200
3589,50500000
3590,70075997
3591,29000000
3592,17400000
3593,13346422
3594,29000000
3595,10540000
3596,21800000
3597,29689999
3598,50000000
3599,13128900
3600,140000000
3601,85000000
3602,9250000
3603,67500000
3604,23600000
3605,20176941
3606,59500000
3607,16000000
3608,70480640
3609,188111735
3610,8717121
3611,57000000
3612,38900000
3613,108500000
3614,33999999
3615,9349546
3616,98596200
3617,190852541
3618,33000000
3619,18085452
3620,9215000
3621,10899990
3622,72320000
3623,7659245
3624,14400000
3625,14300000
3626,64817232
3627,27500000
3628,72500000
3629,10674102
3630,43776822
3631,22191190
3632,22450259
3633,37000000
3634,14500000
3635,175000000
3636,11691800
3637,29900000
3638,5500000
3639,6779200
3640,110000000
3641,17042250
3642,19990000
3643,63000000
3644,140000000
3645,120000000
3646,72000000
3647,9000000
3648,127000000
3649,8500000
3650,11600000
3651,20380000
3652,41500000
3653,30579999
3654,104000000
3655,59990000
3656,11999000
3657,9215000
3658,9072500
3659,26908020
3660,17065160
3661,15500000
3662,102000000
3663,30373121
3664,49900000
3665,9628502
3666,16800000
3667,11878125
3668,22641520
3669,7015047
3670,9827449
3671,18500000
3672,49800000
3673,29201550
3674,18000000
3675,24802781
3676,325310000
3677,10092828
3678,13318245
3679,11000000
3680,6149198
3681,72732291
3682,33500000
3683,15125060
3684,6590000
3685,30579999
3686,6300000
3687,28500000
3688,25238132
3689,67490000
3690,8607587
3691,22800000
3692,14900000
3693,16663781
3694,28000000
3695,37500000
3696,7386090
3697,104000000
3698,22439606
3699,29365361
3700,24200000
3701,87988700
3702,6688500
3703,85000000
3704,36000000
3705,13000000
3706,12108104
3707,63000000
3708,14300000
3709,13984200
3710,10205966
3711,76500000
3712,14200000
3713,52000000
3714,7900000
3715,14544326
3716,9605546
3717,53127944
3718,8228864
3719,59000000
3720,13000000
3721,30370500
3722,37458276
3723,100000000
3724,11300000
3725,8358120
3726,9072631
3727,89000000
3728,66068500
3729,17858691
3730,10760000
3731,120000000
3732,12000000
3733,9733774
3734,12448080
3735,30190932
3736,27874860
3737,92000000
3738,25450000
3739,51900000
3740,27000000
3741,31727850
3742,12200000
3743,32500000
3744,130000000
3745,18890000
3746,16699000
3747,21640850
3748,9339507
3749,8700000
3750,30845885
3751,34400000
3752,101869488
3753,23500000
3754,10000000
3755,330000000
3756,11888000
3757,6400000
3758,8490435
3759,144320000
3760,14043555
3761,155000000
3762,14899000
3763,26904506
3764,21870420
3765,82230000
3766,162520646
3767,675280000
3768,32257350
3769,5711379
3770,15180000
3771,211194969
3772,9823251
3773,52000000
3774,61000000
3775,44325063
3776,150000000
3777,7073092
3778,17200000
3779,140000000
3780,11400000
3781,98069364
3782,21930000
3783,7772460
3784,6300000
3785,77826250
3786,22745000
3787,20883065
3788,9934091
3789,9587070
3790,266294737
3791,35000000
3792,27548010
3793,21000000
3794,34040319
3795,10659868
3796,18400000
3797,7409731
3798,265500000
3799,179056604
3800,27781716
3801,18250000
3802,17900000
3803,98000000
3804,7200000
3805,22760273
3806,259796500
3807,13700000
3808,37500000
3809,17500000
3810,8160000
3811,8350256
3812,175500000
3813,6102783
3814,50850148
3815,28000000
3816,106155484
3817,25145601
3818,10700000
3819,7645297
3820,26800000
3821,10500000
3822,154588500
3823,9900000
3824,13890314
3825,15500000
3826,160000000
3827,12500000
3828,15704757
3829,7073435
3830,16400000
3831,34163700
3832,26400000
3833,21996802
3834,32548000
3835,5807080
3836,8765032
3837,20600000
3838,15950000
3839,6302701
3840,126890000
3841,14500000
3842,12100000
3843,16950000
3844,24496800
3845,11200000
3846,9200000
3847,75000000
3848,30000000
3849,11598840
3850,26700000
3851,5570000
3852,7354330
3853,12500000
3854,7287871
3855,7358380
3856,6548099
3857,13150000
3858,61000000
3859,29990000
3860,5729149
3861,36563618
3862,5772320
3863,39128500
3864,40000000
3865,16144398
3866,55376370
3867,52990000
3868,6170341
3869,42564927
3870,26192380
3871,37935780
3872,8841719
3873,49037937
3874,219490000
3875,28324800
3876,137065006
3877,18824388
3878,78000000
3879,17200000
3880,23300000
3881,27990000
3882,88005360
3883,85000000
3884,14900000
3885,27500000
3886,78100000
3887,24065284
3888,10290000
3889,6155414
3890,37000000
3891,12915830
3892,21500000
3893,161000000
3894,7357816
3895,220900000
3896,8474495
3897,14417346
3898,8604980
3899,396942000
3900,73336860
3901,43000000
3902,19076728
3903,58500000
3904,14881217
3905,58301932
3906,49500000
3907,51902467
3908,7740033
3909,284654089
3910,25854582
3911,117500000
3912,33487226
3913,12000000
3914,68882300
3915,29201550
3916,26300000
3917,20100000
3918,20990000
3919,7640679
3920,36000000
3921,74990000
3922,36300000
3923,7450000
3924,10950000
3925,15950000
3926,18700000
3927,12232146
3928,11500000
3929,17500000
3930,153000000
3931,16500000
3932,179056604
3933,6461874
3934,348930819
3935,85000000
3936,55209558
3937,46000000
3938,13645193
3939,38352000
3940,44319340
3941,18950000
3942,151423615
3943,10950000
3944,24968813
3945,8354749
3946,50021400
3947,32000000
3948,19900000
3949,24950000
3950,33500000
3951,40121000
3952,24480086
3953,28000000
3954,63800000
3955,11000000
3956,51861544
3957,16483983
3958,13831050
3959,56000000
3960,10819963
3961,8160000
3962,169490000
3963,7461048
3964,12500000
3965,50356040
3966,6250000
3967,88000000
3968,12387916
3969,37315148
3970,11818000
3971,60000000
3972,9215000
3973,106051086
3974,19300000
3975,83891167
3976,9033725
3977,6300625
3978,110000000
3979,19000000
3980,60000000
3981,167000000
3982,7000000
3983,44392530
3984,7025052
3985,42000000
3986,23500000
3987,479871701
3988,13708620
3989,15798686
3990,7947350
3991,12700000
3992,20713585
3993,160420000
3994,11990000
3995,99700000
3996,7263979
3997,7432651
3998,6946602
3999,28300000
4000,66435201
4001,7988384
4002,30371301
4003,24219680
4004,23688838
4005,17768630
4006,14700000
4007,125000000
4008,19200000
4009,12200000
4010,12900000
4011,12600000
4012,10490000
4013,13000000
4014,11500000
4015,125530000
4016,120000000
4017,274158000
4018,8500000
4019,198000000
4020,31500000
4021,228800000
4022,73349304
4023,11088400
4024,125000000
4025,31500000
4026,14500000
4027,7795655
4028,10316000
4029,6663059
4030,160561500
4031,150760000
4032,81800000
4033,25708800
4034,7076283
4035,75000000
4036,79366820
4037,15650304
4038,20500000
4039,65000000
4040,115000000
4041,86856437
4042,13500000
4043,16065003
4044,49000000
4045,100000000
4046,11374947
4047,11499999
4048,6354374
4049,11372177
4050,8397700
4051,12500000
4052,63500000
4053,15900000
4054,118450000
4055,58120000
4056,26160960
4057,27000000
4058,7983736
4059,11000000
4060,77400000
4061,13499000
4062,13500000
4063,20000000
4064,126110000
4065,99000000
4066,26712168
4067,15497737
4068,13053600
4069,8999999
4070,15177380
4071,15225910
4072,12046650
4073,46536187
4074,10020267
4075,9480000
4076,115000000
4077,12915830
4078,51010000
4079,7490880
4080,12640000
4081,12046650
4082,96415094
4083,6825000
4084,50610000
4085,230000000
4086,8825098
4087,7450000
4088,17400000
4089,15000000
4090,6950000
4091,22000000
4092,17400000
4093,59990000
4094,8500000
4095,16990000
4096,246547171
4097,394842769
4098,5782840
4099,182240000
4100,43963768
4101,8360842
4102,89465815
4103,13700000
4104,18400000
4105,20367033
4106,112000000
4107,31500000
4108,22377265
4109,27350000
4110,80000000
4111,14497600
4112,96505794
4113,13900000
4114,29501209
4115,103777000
4116,73000000
4117,19000000
4118,150000000
4119,14500000
4120,17450000
4121,28058677
4122,8735915
4123,60000000
4124,118382160
4125,7315273
4126,80000000
4127,11300000
4128,28000000
4129,7823460
4130,18935023
4131,22158500
4132,55000000
4133,55000000
4134,22149999
4135,135000000
4136,7564932
4137,20367033
4138,12300000
