,Unnamed: 0,price
3390,3390,45000000
3906,3906,49500000
300,300,40000000
3186,3186,21112000
4614,4614,25500000
1671,1671,9900000
37,37,52990000
4500,4500,118729000
1292,1292,23900000
1532,1532,16300000
3047,3047,32800000
3445,3445,185000000
1398,1398,23954676
4564,4564,15335400
413,413,25870000
1853,1853,49000000
4688,4688,85000000
890,890,21989139
3481,3481,27044398
4297,4297,74950000
3851,3851,5570000
43,43,24491138
4034,4034,7076283
2465,2465,75000000
3381,3381,43991860
3373,3373,16999999
1020,1020,15200000
4269,4269,30019981
823,823,26821984
4694,4694,75000000
1693,1693,90446541
2085,2085,120530190
4251,4251,5954514
2296,2296,72519999
1115,1115,10300000
3226,3226,15450000
1064,1064,69800000
4246,4246,41500000
957,957,108000000
2397,2397,26213596
2685,2685,21996802
110,110,78000000
3832,3832,26400000
175,175,7064820
1864,1864,93988700
4590,4590,110000000
3256,3256,13400000
964,964,14999000
2307,2307,9000000
3509,3509,102000000
273,273,6343152
1788,1788,52500000
348,348,21000000
673,673,8800000
2963,2963,33900000
841,841,17500000
4169,4169,46560000
1792,1792,20818680
282,282,24900000
4625,4625,19513200
4019,4019,198000000
4622,4622,5523002
1645,1645,32068050
1742,1742,15366099
3233,3233,115000000
3803,3803,98000000
1498,1498,19200000
262,262,6630000
88,88,20900000
437,437,33763804
2457,2457,72000000
4548,4548,12200000
959,959,15332183
4341,4341,24292950
1234,1234,85000000
4132,4132,55000000
4172,4172,14400000
3719,3719,59000000
1204,1204,135103850
2165,2165,8278774
2401,2401,47272500
1187,1187,15950000
4836,4836,80000000
4434,4434,12190000
3446,3446,9937960
2905,2905,42000000
421,421,19990000
4166,4166,12170437
1994,1994,230000000
4372,4372,96000000
3789,3789,9587070
1842,1842,103777000
3673,3673,29201550
1211,1211,36900000
4370,4370,15711300
594,594,13212178
657,657,72929576
4818,4818,37500000
1957,1957,12083000
4276,4276,41670000
828,828,39700000
3187,3187,15190600
3991,3991,12700000
508,508,21724422
164,164,60173080
2025,2025,85000000
3279,3279,149000000
4523,4523,7321593
1236,1236,12299999
4445,4445,5482343
1201,1201,43000000
3830,3830,16400000
2096,2096,8758891
3455,3455,19990000
3448,3448,32000000
4187,4187,165000000
4431,4431,7909957
578,578,73272500
322,322,8023455
1986,1986,7950834
2255,2255,6449875
3720,3720,13000000
2692,2692,8214784
3043,3043,7478361
983,983,19894000
3318,3318,10819963
1704,1704,15576900
1549,1549,21586085
1043,1043,28938350
4760,4760,7360483
4353,4353,54000000
2832,2832,13208000
4702,4702,159808000
26,26,9197448
212,212,65000000
2882,2882,78000000
917,917,7950991
2501,2501,59500000
4794,4794,21290640
4107,4107,31500000
2310,2310,88184211
4415,4415,21284173
2325,2325,35121475
2081,2081,12800000
3021,3021,25200000
986,986,117074880
2036,2036,193290000
2824,2824,134550000
1961,1961,9278254
4065,4065,99000000
55,55,7573561
1003,1003,24500000
2728,2728,25500000
3743,3743,32500000
2173,2173,110000000
3953,3953,28000000
867,867,29367720
1560,1560,10118978
2609,2609,41606500
1159,1159,18350554
4572,4572,68572500
4064,4064,126110000
340,340,8005267
2680,2680,10500000
3650,3650,11600000
4878,4878,32000000
1754,1754,21612823
4282,4282,8104390
3772,3772,9823251
2578,2578,9394656
4872,4872,49733920
1771,1771,24599598
4109,4109,27350000
1119,1119,7832175
409,409,16900000
3655,3655,59990000
2451,2451,18900000
3436,3436,70000000
545,545,15779013
2548,2548,12000000
1660,1660,20490000
3931,3931,16500000
3262,3262,11301120
2770,2770,8609450
4653,4653,7734263
99,99,10006819
1894,1894,10950000
3947,3947,32000000
2717,2717,8254568
350,350,245044800
3466,3466,33469830
1351,1351,10950000
3914,3914,68882300
963,963,21000000
875,875,29554210
4097,4097,394842769
4304,4304,63700000
3435,3435,8296150
3167,3167,113000000
3265,3265,11499999
2236,2236,51922588
4348,4348,14650000
2749,2749,54500000
811,811,13065207
218,218,113000000
1133,1133,202012579
3970,3970,11818000
4230,4230,120000000
1021,1021,26905000
1012,1012,7137541
2405,2405,17900000
2150,2150,8520563
2842,2842,26000000
4819,4819,11496421
2653,2653,35114100
4880,4880,20054460
4665,4665,16336845
2185,2185,81000000
3680,3680,6149198
4124,4124,118382160
4516,4516,27500000
4217,4217,24776750
4384,4384,66500000
1231,1231,18194057
4151,4151,23300000
2530,2530,13430335
4029,4029,6663059
2543,2543,175000000
1526,1526,40737000
4226,4226,99000000
1908,1908,23190000
1029,1029,21998860
910,910,16500000
2593,2593,351480000
75,75,17580720
3072,3072,6160820
914,914,107700000
3274,3274,21800000
3745,3745,18890000
4058,4058,7983736
2989,2989,21000000
1247,1247,10900000
4509,4509,61000000
2094,2094,10500000
887,887,14100000
3497,3497,21000000
2087,2087,52000000
2018,2018,120000000
3688,3688,25238132
1454,1454,20818680
1710,1710,8632449
2270,2270,13187100
4130,4130,18935023
329,329,22377265
2574,2574,9479201
1761,1761,95000000
1661,1661,5797568
3828,3828,15704757
2168,2168,7083855
770,770,16800000
3224,3224,10950000
116,116,178000000
4684,4684,18000000
2595,2595,6681723
3784,3784,6300000
4320,4320,7085446
132,132,34650000
883,883,13990000
1649,1649,48500000
3814,3814,50850148
2917,2917,20763062
534,534,13716522
2602,2602,43855020
2540,2540,74990000
641,641,7400000
2128,2128,17400000
3439,3439,65024000
1941,1941,12113575
4189,4189,9750000
4237,4237,12400000
4532,4532,42000000
1333,1333,76034640
1646,1646,110000000
3513,3513,14287810
937,937,45000000
4485,4485,75500000
3909,3909,284654089
275,275,7790000
4307,4307,17500008
947,947,15900000
2712,2712,14140000
1579,1579,125000000
4568,4568,12290000
600,600,94392000
2037,2037,81383352
41,41,40684539
3347,3347,15711300
3171,3171,21720988
4475,4475,9945753
118,118,93750000
1114,1114,34785452
4305,4305,10365763
3112,3112,29000000
4781,4781,6724692
2071,2071,38000000
3986,3986,23500000
4399,4399,15961450
2315,2315,12900000
2816,2816,32836930
1559,1559,38900000
1067,1067,34000000
4561,4561,7445290
3493,3493,7312860
3622,3622,72320000
123,123,7256330
2519,2519,214867925
1642,1642,98000000
950,950,78450000
4201,4201,8520563
2477,2477,111500000
2773,2773,8500000
3422,3422,16610000
3346,3346,7933682
1877,1877,6886952
2040,2040,150000000
1392,1392,25739827
3463,3463,20990000
4170,4170,6432965
871,871,18800000
244,244,8387700
4366,4366,250000000
438,438,28000000
1140,1140,19412167
647,647,11900000
3809,3809,17500000
2536,2536,17495340
1163,1163,8300000
2810,2810,82500000
1166,1166,50078940
2287,2287,18900000
4040,4040,115000000
2001,2001,17990000
1663,1663,13900000
3005,3005,196411322
4557,4557,48000000
4639,4639,19500000
2444,2444,20500000
2873,2873,25000000
2369,2369,30944580
3221,3221,7842250
2741,2741,28798635
2863,2863,16102800
4310,4310,13462828
787,787,12399000
2175,2175,22641734
2180,2180,8340964
3210,3210,22400000
1971,1971,7136780
1199,1199,17500000
1216,1216,40414336
3583,3583,22706491
1136,1136,10846590
2012,2012,10900000
3762,3762,14899000
936,936,10965433
1045,1045,6858615
3697,3697,104000000
3739,3739,51900000
4258,4258,55000000
2604,2604,91000000
3183,3183,9818181
3153,3153,52990000
1665,1665,9984431
1865,1865,12000000
2553,2553,96000000
2210,2210,182560000
3371,3371,216819225
3075,3075,17768630
337,337,51595400
3623,3623,7659245
2399,2399,22000000
1769,1769,123962264
2797,2797,61427720
4359,4359,6179940
2379,2379,100000000
1318,1318,27038015
163,163,102606740
2576,2576,12400000
2342,2342,7700000
1525,1525,7900000
2480,2480,44534560
2392,2392,102000000
4499,4499,10800000
93,93,6247460
2706,2706,66258340
3747,3747,21640850
2302,2302,16256500
537,537,11100000
2799,2799,9222038
1608,1608,29900000
4686,4686,293836479
2119,2119,13400000
1183,1183,7219473
1666,1666,96850000
2596,2596,20000000
736,736,174600000
1143,1143,142182309
2463,2463,18399200
1592,1592,17000000
1,1,24500000
3833,3833,21996802
4753,4753,11000000
2582,2582,72984440
4050,4050,8397700
3323,3323,34500000
935,935,22158500
3632,3632,22450259
3723,3723,100000000
478,478,166430000
4198,4198,22500000
4141,4141,42000000
4131,4131,22158500
3627,3627,27500000
3469,3469,9425032
195,195,11957900
1988,1988,7614831
1884,1884,5386605
4361,4361,105947280
1427,1427,13500000
4873,4873,30700000
4732,4732,15000000
4423,4423,31389618
1068,1068,8504005
1050,1050,170000000
2400,2400,18600000
2843,2843,17390000
3907,3907,51902467
4288,4288,17004185
2311,2311,34000000
62,62,152490000
3295,3295,14103866
2524,2524,93700000
2565,2565,23387800
3193,3193,21481200
1416,1416,230000000
2640,2640,17297217
3489,3489,9366588
2120,2120,6572026
4101,4101,8360842
3892,3892,21500000
1341,1341,114000000
2174,2174,44000000
1180,1180,67290835
2330,2330,14600000
3348,3348,7000000
961,961,25700000
3412,3412,63882266
2377,2377,12113575
4744,4744,5885300
708,708,16543800
1940,1940,47660600
4537,4537,59000000
2288,2288,284654089
3609,3609,188111735
4164,4164,15500000
4855,4855,14600000
1763,1763,21600000
1038,1038,65614185
590,590,16590000
3107,3107,42300000
1694,1694,6900000
569,569,28107000
3070,3070,10109828
970,970,222000000
714,714,7646727
3925,3925,15950000
4264,4264,18953124
4244,4244,36771606
4271,4271,21200000
1725,1725,45400000
3488,3488,103787040
1629,1629,7728286
1697,1697,55094339
309,309,15509395
928,928,7990000
3540,3540,103270572
4284,4284,30016700
4044,4044,49000000
4150,4150,8425170
131,131,7694038
644,644,75000000
619,619,5400000
2238,2238,12306411
1241,1241,6708124
2103,2103,34500000
1075,1075,60000000
479,479,80000000
4082,4082,96415094
2636,2636,7637903
1916,1916,18115930
2447,2447,17713020
2338,2338,22500000
2387,2387,100690000
4267,4267,15500000
3393,3393,26600000
2111,2111,20837200
1927,1927,23824000
3585,3585,6988680
4330,4330,14943526
4077,4077,12915830
3024,3024,14902089
731,731,53738243
2617,2617,77575555
1899,1899,15177679
4719,4719,66618396
4757,4757,16900000
1441,1441,22300000
1648,1648,68504310
1814,1814,9858408
4047,4047,11499999
3143,3143,20173698
341,341,24807771
4092,4092,17400000
3163,3163,69415920
2610,2610,52500000
4611,4611,125000000
1639,1639,35400000
411,411,16500000
2452,2452,19800000
333,333,12300000
726,726,45501172
1145,1145,8295210
3648,3648,127000000
256,256,19000000
1969,1969,80000000
1073,1073,23700000
3971,3971,60000000
3695,3695,37500000
3104,3104,10000000
4467,4467,9100000
681,681,12180000
1479,1479,6759869
1772,1772,60000000
1937,1937,17990150
4733,4733,11900000
4735,4735,19000000
2273,2273,17600940
3758,3758,8490435
2940,2940,149500000
4533,4533,68000000
476,476,70000000
497,497,28000000
176,176,20505276
2643,2643,445000000
129,129,9615124
1544,1544,7425270
934,934,24800000
4443,4443,13299585
816,816,75000000
1983,1983,5020500
1889,1889,7900000
3957,3957,16483983
2953,2953,6792445
2614,2614,15499000
4145,4145,25159630
4117,4117,19000000
2343,2343,9143392
1375,1375,20300000
3452,3452,23789694
3180,3180,40600000
1431,1431,34700000
616,616,15950000
1345,1345,63800000
1840,1840,79463370
2569,2569,6267863
750,750,22300000
2024,2024,7884000
2231,2231,40000000
4580,4580,7253715
4466,4466,48204097
4008,4008,19200000
2713,2713,41497140
842,842,22000000
299,299,10800000
3865,3865,16144398
4726,4726,67000000
4432,4432,115000000
1095,1095,19800000
742,742,35250000
3354,3354,22499235
2619,2619,303725598
3973,3973,106051086
3429,3429,29000000
3144,3144,14500000
2440,2440,73860415
3950,3950,33500000
2884,2884,202012488
102,102,7537807
4629,4629,15990000
3796,3796,18400000
1089,1089,9895035
1326,1326,149000000
3335,3335,25790000
2528,2528,73860415
4060,4060,77400000
3048,3048,17000000
2942,2942,13611600
4206,4206,14268741
3437,3437,18042031
1249,1249,35500000
4447,4447,307610064
2853,2853,266289309
2179,2179,138169710
444,444,13000000
2975,2975,24449100
3129,3129,16916090
3401,3401,44212680
3098,3098,164167000
2755,2755,84900000
3029,3029,101999000
1823,1823,23354962
606,606,13000000
966,966,12900000
1594,1594,42064440
3321,3321,17000000
145,145,211194969
1796,1796,46000000
3959,3959,56000000
4460,4460,11206500
4329,4329,10965433
609,609,17613428
4661,4661,139999900
2965,2965,45600000
2415,2415,117089718
4347,4347,16784866
2136,2136,17000000
2885,2885,27882985
3542,3542,10600000
2396,2396,7202082
2774,2774,13500000
3368,3368,42000000
655,655,29485060
1715,1715,18800000
3135,3135,7352621
1698,1698,235370000
2226,2226,26790000
3786,3786,22745000
2666,2666,31700000
4038,4038,20500000
431,431,39746265
809,809,7890000
4801,4801,13140000
2796,2796,14600000
1838,1838,8126307
2561,2561,34261720
2859,2859,98000000
3255,3255,7827217
3843,3843,16950000
381,381,9841574
2014,2014,15900000
3218,3218,15500000
2254,2254,20755200
3693,3693,16663781
870,870,231396227
3691,3691,22800000
4091,4091,22000000
3613,3613,108500000
748,748,8608740
901,901,47583807
2754,2754,7700000
2106,2106,8543762
3594,3594,29000000
1100,1100,73000000
1583,1583,62000000
1189,1189,7531741
1880,1880,165000000
3025,3025,68717376
4268,4268,35700000
4555,4555,69000000
832,832,31700000
9,9,13867791
4021,4021,228800000
3413,3413,15500000
4489,4489,22900000
512,512,12600000
1001,1001,15000000
1069,1069,7137923
3294,3294,11279868
2748,2748,23573817
137,137,9123400
824,824,44741025
1386,1386,9197760
4442,4442,5997961
1470,1470,8747370
3062,3062,72182650
2667,2667,14490000
1979,1979,180000000
1266,1266,24504472
3993,3993,160420000
1720,1720,17815210
3004,3004,147000000
213,213,13790000
4236,4236,47000000
3177,3177,14900000
1459,1459,7900000
3060,3060,10674920
60,60,19847061
1653,1653,14601211
4127,4127,11300000
345,345,8800000
334,334,24802781
2267,2267,137733400
1304,1304,9950000
2492,2492,10715978
3350,3350,50500000
2949,2949,55200190
3778,3778,17200000
4376,4376,11967571
84,84,98500000
617,617,52810300
1066,1066,14000000
4854,4854,8500000
35,35,229500000
237,237,180000000
738,738,188240000
2834,2834,6865607
4487,4487,8864946
4261,4261,150000000
3094,3094,12900000
855,855,17606234
186,186,26993838
2850,2850,13099013
1621,1621,46236452
4885,4885,19000000
768,768,16336845
4678,4678,36260790
4179,4179,65061640
4066,4066,26712168
449,449,16200000
939,939,321574825
4777,4777,5980458
1131,1131,12500000
1461,1461,85000000
4323,4323,18140217
1800,1800,80000000
3679,3679,11000000
4683,4683,33500000
258,258,31822257
4783,4783,46900000
1779,1779,11450000
4290,4290,54131400
4645,4645,17295455
2581,2581,9990000
3916,3916,26300000
703,703,84999000
4613,4613,14700000
2371,2371,192830189
907,907,20900000
2426,2426,14500000
2249,2249,233000000
1428,1428,9990000
3961,3961,8160000
1567,1567,22499235
2408,2408,19240000
3249,3249,133844257
2987,2987,120000000
2277,2277,10852918
1083,1083,7518762
3732,3732,12000000
3901,3901,43000000
3491,3491,46900000
4125,4125,7315273
1229,1229,142000000
2019,2019,14850000
2328,2328,61000000
4519,4519,32000000
3612,3612,38900000
4159,4159,10268391
3761,3761,155000000
2034,2034,11750000
4621,4621,11435900
2806,2806,17000000
654,654,95000000
4278,4278,199000000
1992,1992,106500000
2357,2357,38918880
4079,4079,7490880
3751,3751,34400000
718,718,26876310
2047,2047,21990000
511,511,19698763
4696,4696,146250000
135,135,56000000
1652,1652,10200000
1557,1557,57000000
524,524,22500000
408,408,119600000
1489,1489,86000000
4623,4623,15600000
2186,2186,17300000
3160,3160,8060000
3780,3780,11400000
3384,3384,23310120
4849,4849,67499000
2121,2121,15600000
2641,2641,7101003
729,729,45000000
388,388,10018820
3228,3228,27000000
1164,1164,9793785
2032,2032,8686046
2702,2702,6400000
2592,2592,10268497
4758,4758,23981169
1762,1762,14999000
1238,1238,44700000
4214,4214,35250000
3077,3077,35120619
3821,3821,10500000
3041,3041,4400000
3502,3502,39300000
3658,3658,9072500
3676,3676,325310000
4108,4108,22377265
4184,4184,73900000
909,909,41194092
1915,1915,31289863
2135,2135,35500000
1752,1752,414900000
1736,1736,13645193
996,996,7656412
1098,1098,10950000
2169,2169,30500000
374,374,85645820
2891,2891,166990000
3126,3126,87988700
2214,2214,23136004
2865,2865,40000000
1679,1679,30515527
973,973,7766495
2919,2919,31715600
442,442,10800000
2998,2998,20500000
4513,4513,76207327
3792,3792,27548010
3827,3827,12500000
4196,4196,80000000
4675,4675,10700000
3085,3085,18750000
697,697,14500000
4856,4856,95000000
4470,4470,6200000
5,5,10600000
2112,2112,67970000
1824,1824,13564850
4677,4677,63000000
1154,1154,12700000
686,686,93774964
2086,2086,23340645
582,582,18505969
4795,4795,11500000
4015,4015,125530000
1449,1449,26500000
800,800,40630000
3434,3434,7852883
4618,4618,8352129
1616,1616,14500000
371,371,23300000
276,276,37946435
4422,4422,19500000
1142,1142,7100000
3426,3426,24065284
2297,2297,21720988
4461,4461,39500000
2993,2993,25000000
4563,4563,7549265
1548,1548,34233920
2476,2476,11350000
2123,2123,13187100
978,978,11500000
201,201,10003566
2234,2234,12500000
4396,4396,11000000
2201,2201,10900000
4626,4626,8932053
416,416,12900000
1424,1424,5876640
3534,3534,9886516
4807,4807,9414330
1316,1316,14000000
2129,2129,31100000
1365,1365,45000000
1572,1572,56649789
1587,1587,9400000
1968,1968,17390000
908,908,36300000
705,705,29949630
3888,3888,10290000
3486,3486,45000000
1699,1699,7891444
1276,1276,18616920
3468,3468,19355220
3359,3359,8386817
1170,1170,25000000
3216,3216,53000000
4658,4658,6751601
2807,2807,38739600
3696,3696,7386090
2768,2768,16500000
3304,3304,43191050
4094,4094,8500000
2708,2708,23103660
4637,4637,69000000
1822,1822,21200000
3943,3943,10950000
1123,1123,20166020
3903,3903,58500000
2153,2153,19900000
1358,1358,43000000
4363,4363,9562597
1121,1121,9044191
2206,2206,22691340
2062,2062,59519000
2149,2149,28938350
519,519,95496855
2439,2439,39000000
1709,1709,22500000
761,761,34500000
4534,4534,65000000
4834,4834,17499000
571,571,11800000
4830,4830,66000000
4025,4025,31500000
827,827,128000000
3377,3377,27900000
3405,3405,113000000
357,357,8723875
4000,4000,66435201
3195,3195,14900000
798,798,17800000
638,638,13000000
3307,3307,18950000
4016,4016,120000000
4663,4663,6286342
3862,3862,5772320
3856,3856,6548099
1545,1545,125000000
2747,2747,7849978
4871,4871,17400000
1985,1985,6225409
2189,2189,10019520
266,266,22200648
4825,4825,33000000
3353,3353,13500000
1866,1866,95000000
4567,4567,23990000
1289,1289,69945000
1585,1585,16500000
3960,3960,10819963
542,542,22500000
2598,2598,18176128
636,636,60000000
1882,1882,18140217
154,154,6609454
911,911,12700000
982,982,31358930
2969,2969,10950000
3462,3462,85327348
4178,4178,10300000
1637,1637,31950000
2624,2624,10020267
2772,2772,37000000
2510,2510,14499999
2475,2475,19990000
3106,3106,25800000
3860,3860,5729149
2623,2623,6354000
1063,1063,8586459
3812,3812,175500000
4647,4647,16400000
463,463,6990000
3245,3245,8931112
3773,3773,52000000
4394,4394,98000000
4526,4526,12934260
16,16,85000000
2289,2289,125000000
2913,2913,10600000
2531,2531,135000000
3235,3235,15245706
250,250,91999000
2955,2955,53198640
3306,3306,50400000
2976,2976,229559749
503,503,45000000
924,924,116690000
4247,4247,115000000
2827,2827,8409679
1692,1692,30018191
